close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
200746,LaMarcus Aldridge,1610612759,SAS,F,30.0,10,10,0.8,53,112,0.473,0.506,-0.033
201980,Danny Green,1610612759,SAS,G-F,29.0,10,10,0.736,44,95,0.463,0.514,-0.051
202695,Kawhi Leonard,1610612759,SAS,F,25.0,10,10,0.683,35,69,0.507,0.501,0.007
1495,Tim Duncan,1610612759,SAS,C-F,40.0,10,10,0.907,25,68,0.368,0.507,-0.139
2561,David West,1610612759,SAS,F,35.0,9,9,0.852,24,52,0.462,0.499,-0.038
2225,Tony Parker,1610612759,SAS,G,34.0,10,10,0.613,19,38,0.5,0.479,0.021
2564,Boris Diaw,1610612759,SAS,C-F,34.0,9,9,0.776,17,38,0.447,0.494,-0.046
201988,Patty Mills,1610612759,SAS,G,27.0,10,10,0.704,17,38,0.447,0.48,-0.033
1938,Manu Ginobili,1610612759,SAS,G,38.0,10,9,0.698,18,37,0.486,0.479,0.007
203937,Kyle Anderson,1610612759,SAS,F,22.0,10,9,0.756,16,34,0.471,0.509,-0.038
1626246,Boban Marjanović,1610612759,SAS,C,27.0,4,4,0.933,8,14,0.571,0.512,0.06
2755,Kevin Martin,1610612759,SAS,G,33.0,4,3,0.571,4,8,0.5,0.461,0.039
1889,Andre Miller,1610612759,SAS,G,40.0,4,3,0.6,6,6,1.0,0.488,0.512
203613,Jonathon Simmons,1610612759,SAS,G-F,26.0,2,2,0.6,1,3,0.333,0.423,-0.09
