close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1642273,Kyshawn George,1610612764,WAS,F,21.0,67,67,0.469,2.16,6.49,0.333,0.366,-0.033
1642259,Alex Sarr,1610612764,WAS,C,20.0,67,66,0.35,2.27,6.19,0.366,0.37,-0.004
1641731,Bilal Coulibaly,1610612764,WAS,G,20.0,59,58,0.446,1.69,5.0,0.339,0.37,-0.031
1630551,Justin Champagnie,1610612764,WAS,G-F,23.0,58,55,0.452,1.74,4.81,0.362,0.364,-0.002
1642267,Bub Carrington,1610612764,WAS,G,19.0,82,81,0.471,1.79,4.78,0.375,0.368,0.007
1629673,Jordan Poole,1610612764,WAS,G,25.0,68,66,0.516,2.06,4.78,0.431,0.368,0.063
203114,Khris Middleton,1610612764,WAS,F,33.0,37,37,0.533,1.86,4.59,0.406,0.362,0.044
1642358,AJ Johnson,1610612764,WAS,G,20.0,26,24,0.444,1.38,4.46,0.31,0.341,-0.031
1627763,Malcolm Brogdon,1610612764,WAS,G,32.0,24,21,0.465,1.71,4.17,0.41,0.371,0.039
1630557,Corey Kispert,1610612764,WAS,F,26.0,61,60,0.468,1.48,4.05,0.364,0.368,-0.004
203935,Marcus Smart,1610612764,WAS,G,31.0,33,33,0.569,1.36,3.76,0.363,0.358,0.005
1641774,Tristan Vukcevic,1610612764,WAS,F,22.0,31,28,0.33,1.26,3.23,0.39,0.328,0.062
1626158,Richaun Holmes,1610612764,WAS,F,31.0,30,28,0.35,1.17,3.03,0.385,0.357,0.027
1641798,Jaylen Martin,1610612764,WAS,G,21.0,13,11,0.398,1.0,3.0,0.333,0.336,-0.003
1641732,Colby Jones,1610612764,WAS,G,23.0,29,25,0.403,0.9,2.72,0.329,0.361,-0.032
1630550,JT Thor,1610612764,WAS,F,22.0,18,16,0.5,0.83,2.56,0.326,0.344,-0.018
1630264,Anthony Gill,1610612764,WAS,F,32.0,38,33,0.535,0.92,2.0,0.461,0.361,0.1
1629667,Jalen McDaniels,1610612764,WAS,F,27.0,1,1,0.667,0.0,2.0,0.0,0.306,-0.306
1631098,Johnny Davis,1610612764,WAS,G,23.0,25,20,0.529,0.76,1.84,0.413,0.361,0.052
