close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1626196,Josh Richardson,1610612748,MIA,F,24.0,80,80,1.0,403,923,0.437,0.45,-0.013
203482,Kelly Olynyk,1610612748,MIA,F-C,27.0,75,75,1.0,422,869,0.486,0.467,0.019
202355,Hassan Whiteside,1610612748,MIA,C,29.0,54,54,1.0,348,744,0.468,0.49,-0.022
201949,James Johnson,1610612748,MIA,F,31.0,71,71,1.0,308,721,0.427,0.467,-0.039
204020,Tyler Johnson,1610612748,MIA,G,26.0,71,71,1.0,341,716,0.476,0.45,0.027
201609,Goran Dragic,1610612748,MIA,G,32.0,74,74,1.0,284,678,0.419,0.45,-0.032
1626159,Justise Winslow,1610612748,MIA,F-G,22.0,67,67,1.0,285,663,0.43,0.455,-0.025
201961,Wayne Ellington,1610612748,MIA,G,30.0,76,76,1.0,273,578,0.472,0.445,0.027
1628389,Bam Adebayo,1610612748,MIA,C-F,20.0,67,67,1.0,252,572,0.441,0.474,-0.033
2548,Dwyane Wade,1610612748,MIA,G,36.0,67,67,1.0,220,518,0.425,0.449,-0.024
202337,Luke Babbitt,1610612748,MIA,F,29.0,46,46,1.0,152,325,0.468,0.449,0.019
203079,Dion Waiters,1610612748,MIA,G,26.0,29,29,1.0,142,309,0.46,0.455,0.005
1626175,Jordan Mickey,1610612748,MIA,C-F,23.0,22,22,1.0,63,129,0.488,0.484,0.004
1627884,Derrick Jones Jr.,1610612748,MIA,F-G,21.0,18,18,1.0,42,92,0.457,0.457,0.0
203585,Rodney McGruder,1610612748,MIA,G-F,26.0,16,16,1.0,39,83,0.47,0.429,0.041
1628476,Derrick Walton Jr.,1610612748,MIA,G,23.0,15,15,1.0,21,45,0.467,0.445,0.022
2617,Udonis Haslem,1610612748,MIA,F,38.0,11,11,1.0,9,29,0.31,0.462,-0.152
1628475,Matt Williams Jr.,1610612748,MIA,G,24.0,2,2,1.0,0,2,0.0,0.447,-0.447
