player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1629626,Bol Bol,Bol,1610612743,DEN,20.0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,165,77,165,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,DEN
203914,Gary Harris,Gary,1610612743,DEN,25.0,14,7,7,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,35,37,188,85,12,6,5,11,1,17,7,4,13,11,5,21,3,3,20,DEN
1627750,Jamal Murray,Jamal,1610612743,DEN,23.0,19,9,10,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,13,26,210,102,70,6,5,11,1,17,7,4,20,11,27,21,3,3,4,DEN
203924,Jerami Grant,Jerami,1610612743,DEN,26.0,19,9,10,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,13,26,210,102,70,6,5,11,1,17,7,4,13,11,20,21,3,3,43,DEN
1628966,Keita Bates-Diop,Keita,1610612743,DEN,24.0,5,2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,109,55,131,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,DEN
203486,Mason Plumlee,Mason,1610612743,DEN,30.0,19,9,10,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13,26,210,102,70,6,5,11,1,17,7,4,29,11,70,21,3,3,43,DEN
1629008,Michael Porter Jr.,Michael,1610612743,DEN,22.0,19,9,10,0.474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,13,26,210,102,70,6,5,11,1,17,2,4,9,11,11,4,3,3,43,DEN
1628420,Monté Morris,Monté,1610612743,DEN,25.0,19,9,10,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,26,210,102,70,6,5,11,1,17,7,4,81,11,70,21,3,3,43,DEN
203999,Nikola Jokić,Nikola,1610612743,DEN,25.0,19,9,10,0.474,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,3.0,13,26,210,102,12,6,5,2,1,17,7,4,6,2,27,21,3,1,4,DEN
203943,Noah Vonleh,Noah,1610612743,DEN,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,165,21,165,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,DEN
1628408,PJ Dozier,PJ,1610612743,DEN,23.0,12,4,8,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,79,209,135,70,6,5,11,1,17,7,4,81,11,70,21,3,3,43,DEN
200794,Paul Millsap,Paul,1610612743,DEN,35.0,19,9,10,0.474,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,13,26,210,102,12,6,5,11,1,17,7,4,9,11,11,21,3,3,43,DEN
1628470,Torrey Craig,Torrey,1610612743,DEN,29.0,19,9,10,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,13,26,210,102,70,6,5,11,1,17,7,4,20,11,27,21,3,3,20,DEN
203584,Troy Daniels,Troy,1610612743,DEN,28.0,6,1,5,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,131,154,164,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,DEN
1629076,Tyler Cook,Tyler,1610612743,DEN,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,165,21,165,70,6,5,11,1,17,7,4,127,11,70,21,3,3,43,DEN
