close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203991,Clint Capela,1610612745,HOU,C,23.0,65,65,0.52,241,422,0.571,0.609,-0.038
201935,James Harden,1610612745,HOU,G,27.0,81,79,0.308,225,328,0.686,0.609,0.077
201583,Ryan Anderson,1610612745,HOU,F,29.0,72,67,0.371,184,278,0.662,0.608,0.054
2403,Nene,1610612745,HOU,C-F,34.0,67,65,0.442,175,261,0.67,0.604,0.066
2772,Trevor Ariza,1610612745,HOU,F,32.0,80,79,0.324,163,238,0.685,0.614,0.07
201976,Patrick Beverley,1610612745,HOU,G,28.0,67,64,0.295,153,222,0.689,0.6,0.089
1626149,Montrezl Harrell,1610612745,HOU,F,23.0,57,50,0.344,124,197,0.629,0.61,0.019
1626155,Sam Dekker,1610612745,HOU,F,23.0,77,70,0.325,106,185,0.573,0.608,-0.035
201569,Eric Gordon,1610612745,HOU,G,28.0,75,63,0.233,103,156,0.66,0.611,0.05
101150,Lou Williams,1610612745,HOU,G,30.0,81,65,0.261,99,139,0.712,0.599,0.113
1627786,Troy Williams,1610612745,HOU,F,22.0,25,18,0.235,23,44,0.523,0.616,-0.093
1627778,Chinanu Onuaku,1610612745,HOU,F-C,20.0,5,5,0.346,8,9,0.889,0.647,0.242
1627787,Kyle Wiltjer,1610612745,HOU,F,24.0,11,7,0.35,3,7,0.429,0.569,-0.14
201628,Bobby Brown,1610612745,HOU,G,32.0,13,5,0.212,6,7,0.857,0.622,0.235
1627819,Isaiah Taylor,1610612745,HOU,G,22.0,4,3,0.267,3,4,0.75,0.59,0.16
