close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
201572,Brook Lopez,1610612751,BKN,C,29.0,75,75,0.829,5.35,11.17,0.479,0.513,-0.034
203120,Justin Hamilton,1610612751,BKN,C,27.0,62,62,0.795,3.97,7.81,0.508,0.512,-0.004
202391,Jeremy Lin,1610612751,BKN,G,28.0,35,34,0.72,3.43,7.49,0.458,0.492,-0.034
1626178,Rondae Hollis-Jefferson,1610612751,BKN,F,22.0,77,77,0.717,3.32,6.65,0.5,0.503,-0.003
202344,Trevor Booker,1610612751,BKN,F,29.0,70,70,0.641,3.0,6.27,0.478,0.509,-0.03
203925,Joe Harris,1610612751,BKN,F-G,25.0,51,50,0.667,2.82,5.39,0.524,0.5,0.024
1627785,Isaiah Whitehead,1610612751,BKN,G,22.0,73,73,0.629,2.52,5.25,0.48,0.486,-0.006
203915,Spencer Dinwiddie,1610612751,BKN,G,24.0,57,54,0.63,2.42,4.86,0.498,0.488,0.01
203930,Sean Kilpatrick,1610612751,BKN,G,27.0,69,66,0.623,2.57,4.67,0.55,0.499,0.051
1627747,Caris LeVert,1610612751,BKN,G-F,22.0,56,56,0.652,2.18,4.38,0.498,0.495,0.003
203112,Quincy Acy,1610612751,BKN,F,26.0,36,34,0.688,2.11,4.28,0.494,0.499,-0.006
2449,Luis Scola,1610612751,BKN,F,37.0,34,34,0.795,2.18,4.12,0.529,0.514,0.015
200751,Randy Foye,1610612751,BKN,G,33.0,67,65,0.688,1.72,3.82,0.449,0.491,-0.042
203462,Archie Goodwin,1610612751,BKN,G,22.0,15,13,0.583,1.6,3.27,0.49,0.468,0.021
203461,Anthony Bennett,1610612751,BKN,F,24.0,19,18,0.642,2.0,3.21,0.623,0.496,0.127
203094,Andrew Nicholson,1610612751,BKN,F,27.0,37,36,0.771,1.7,3.19,0.534,0.507,0.027
202349,Greivis Vasquez,1610612751,BKN,G,30.0,3,3,0.8,0.67,2.67,0.25,0.448,-0.198
203909,KJ McDaniels,1610612751,BKN,G-F,24.0,40,34,0.579,0.93,2.3,0.402,0.493,-0.091
