SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42018,1610612751,BKN,Brooklyn Nets,PRRollMan,Defensive,1.0,5,0.027,0.688,0.417,0.063,0.188,0.063,0.0,0.313,0.458,16,11,5,12,7
42018,1610612746,LAC,LA Clippers,PRRollMan,Defensive,0.867,6,0.037,0.76,0.364,0.0,0.12,0.0,0.0,0.32,0.432,25,19,8,22,14
42018,1610612754,IND,Indiana Pacers,PRRollMan,Defensive,0.8,4,0.064,0.778,0.348,0.037,0.111,0.037,0.0,0.333,0.413,27,21,8,23,15
42018,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Defensive,0.933,5,0.061,0.743,0.36,0.143,0.143,0.143,0.0,0.371,0.4,35,26,9,25,16
42018,1610612765,DET,Detroit Pistons,PRRollMan,Defensive,0.0,4,0.057,1.32,0.619,0.12,0.08,0.08,0.04,0.6,0.667,25,33,13,21,8
42018,1610612762,UTA,Utah Jazz,PRRollMan,Defensive,0.533,5,0.06,1.0,0.462,0.182,0.061,0.182,0.03,0.485,0.538,33,33,12,26,14
42018,1610612753,ORL,Orlando Magic,PRRollMan,Defensive,0.4,5,0.076,1.051,0.515,0.051,0.103,0.051,0.0,0.487,0.561,39,41,17,33,16
42018,1610612759,SAS,San Antonio Spurs,PRRollMan,Defensive,0.333,7,0.08,1.102,0.491,0.068,0.051,0.068,0.02,0.492,0.557,59,65,26,53,27
42018,1610612745,HOU,Houston Rockets,PRRollMan,Defensive,0.133,11,0.045,1.236,0.698,0.145,0.109,0.127,0.04,0.618,0.721,55,68,30,43,13
42018,1610612738,BOS,Boston Celtics,PRRollMan,Defensive,0.733,9,0.081,0.85,0.391,0.15,0.075,0.15,0.02,0.413,0.406,80,68,25,64,39
42018,1610612761,TOR,Toronto Raptors,PRRollMan,Defensive,0.667,24,0.039,0.902,0.424,0.108,0.098,0.108,0.04,0.422,0.453,102,92,36,85,49
42018,1610612755,PHI,Philadelphia 76ers,PRRollMan,Defensive,0.6,12,0.079,0.952,0.46,0.115,0.067,0.115,0.02,0.471,0.483,104,99,40,87,47
42018,1610612743,DEN,Denver Nuggets,PRRollMan,Defensive,0.267,14,0.062,1.147,0.541,0.084,0.053,0.074,0.03,0.537,0.571,95,109,46,85,39
42018,1610612757,POR,Portland Trail Blazers,PRRollMan,Defensive,0.2,16,0.055,1.18,0.547,0.11,0.05,0.1,0.02,0.56,0.587,100,118,47,86,39
42018,1610612749,MIL,Milwaukee Bucks,PRRollMan,Defensive,0.467,15,0.074,1.04,0.477,0.096,0.064,0.088,0.02,0.472,0.547,125,130,51,107,56
42018,1610612744,GSW,Golden State Warriors,PRRollMan,Defensive,0.067,22,0.052,1.299,0.631,0.157,0.063,0.157,0.03,0.63,0.67,127,165,65,103,38
