TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,FIVE_SEC_RANK,EIGHT_SEC_RANK,SHOT_CLOCK_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DELAY_OF_GAME_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1610612737,Atlanta Hawks,82,43,39,0.524,0.7,0.0,0.1,0.3,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.2,0.6,0.2,0.3,0.0,0.0,0.5,1,11,11,11,17,6,1,1,1,1,11,1,3,1,4,2,13,9,8,2,5,1,5
1610612738,Boston Celtics,82,53,29,0.646,0.8,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.3,0.4,0.2,0.2,0.0,0.0,0.3,1,4,4,4,10,6,8,10,1,1,6,1,3,15,4,2,3,22,8,11,5,1,20
1610612751,Brooklyn Nets,82,20,62,0.244,0.9,0.0,0.1,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.3,0.8,0.2,0.1,0.0,0.0,0.4,1,30,30,30,6,6,1,10,1,1,11,1,3,15,4,2,3,2,8,21,5,1,11
1610612766,Charlotte Hornets,82,36,46,0.439,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.1,0.0,0.0,0.5,1,20,20,20,22,6,8,10,1,1,11,1,26,15,4,2,13,22,25,21,5,1,5
1610612741,Chicago Bulls,82,41,41,0.5,0.8,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.3,0.5,0.3,0.1,0.0,0.0,0.4,1,15,15,15,10,6,8,2,1,1,11,1,1,15,4,2,3,14,3,21,5,1,11
1610612739,Cleveland Cavaliers,82,51,31,0.622,0.6,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.7,0.2,0.1,0.0,0.0,0.4,1,5,5,5,22,6,8,10,1,1,11,1,3,15,4,2,25,5,8,21,5,1,11
1610612742,Dallas Mavericks,82,33,49,0.402,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.2,0.3,0.1,0.2,0.0,0.0,0.4,1,22,22,22,22,6,8,29,1,1,11,1,3,15,4,2,13,27,25,11,5,1,11
1610612743,Denver Nuggets,82,40,42,0.488,1.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.3,0.6,0.2,0.2,0.0,0.0,0.3,1,18,18,18,2,6,8,2,1,1,26,1,3,1,4,2,3,9,8,11,5,1,20
1610612765,Detroit Pistons,82,37,45,0.451,0.6,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.2,1,19,19,19,22,6,8,2,1,1,11,1,3,1,4,2,3,27,3,2,5,1,29
1610612744,Golden State Warriors,82,67,15,0.817,0.7,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.2,0.3,0.0,0.0,0.7,1,1,1,1,17,6,8,10,1,1,30,1,26,15,1,2,13,22,8,2,5,1,2
