player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
101112,Channing Frye,Channing,1610612739,CLE,33.0,8,3,5,0.375,1.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,296,293,153,308,335,1,275,1,195,209,175,299,234,1,1,257,194,82,1,264,279,337,1
2563,Dahntay Jones,Dahntay,1610612739,CLE,35.0,1,0,1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,404,408,31,408,10,1,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
202697,Iman Shumpert,Iman,1610612739,CLE,26.0,14,9,5,0.643,2.6,0.625,0.375,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,2,8,0.25,242,182,153,84,232,219,158,1,11,209,175,299,234,93,270,1,194,82,313,1,249,226,298
2747,JR Smith,JR,1610612739,CLE,30.0,24,11,13,0.458,4.4,0.143,0.857,0.0,0.0,0.789,0.316,0.211,0.158,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,21,0.238,163,157,281,248,19,359,20,320,195,14,23,220,125,303,270,257,1,82,1,264,179,128,313
2592,James Jones,James,1610612739,CLE,35.0,3,1,2,0.333,2.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,357,362,75,330,254,1,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
203099,Jared Cunningham,Jared,1610612739,CLE,25.0,1,1,0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,362,1,1,398,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
203895,Jordan McRae,Jordan,1610612739,CLE,25.0,2,0,2,0.0,4.1,0.833,0.167,0.5,0.25,0.375,0.0,0.125,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,3,6,0.5,374,408,75,408,44,141,234,163,58,89,175,272,234,232,270,1,194,1,313,1,223,255,98
201567,Kevin Love,Kevin,1610612739,CLE,27.0,29,17,12,0.586,3.8,0.469,0.531,0.222,0.089,0.467,0.0,0.311,0.0,0.133,0.6,0.4,1.0,0.0,0.833,0.167,12,32,0.375,117,88,264,114,64,290,89,298,157,57,175,153,234,286,121,194,1,82,99,239,100,87,209
202681,Kyrie Irving,Kyrie,1610612739,CLE,24.0,16,9,7,0.563,4.2,0.611,0.389,0.31,0.069,0.207,0.103,0.483,0.224,0.241,0.222,0.778,0.75,0.25,0.385,0.615,13,36,0.361,222,182,188,136,32,229,149,266,169,146,106,55,71,238,235,83,144,60,256,84,88,73,231
2544,LeBron James,LeBron,1610612739,CLE,31.0,30,18,12,0.6,4.2,0.707,0.293,0.562,0.017,0.124,0.149,0.314,0.215,0.545,0.235,0.765,0.4,0.6,0.256,0.744,39,92,0.424,107,80,264,103,30,183,196,135,194,180,74,152,77,81,232,88,178,30,283,59,14,12,169
203521,Matthew Dellavedova,Matthew,1610612739,CLE,25.0,27,18,9,0.667,2.2,0.0,1.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6,0.167,131,80,223,61,275,363,1,320,195,16,175,189,234,303,270,257,1,82,1,264,279,255,324
