close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1631108,Max Christie,1610612742,DAL,G,22.0,76,76,1.0,408,862,0.473,0.463,0.011
1629655,Daniel Gafford,1610612742,DAL,F-C,26.0,57,57,1.0,380,834,0.456,0.482,-0.027
203076,Anthony Davis,1610612742,DAL,F-C,32.0,50,50,1.0,366,828,0.442,0.487,-0.045
1629023,P.J. Washington,1610612742,DAL,F,26.0,57,57,1.0,401,799,0.502,0.475,0.027
203915,Spencer Dinwiddie,1610612742,DAL,G,32.0,78,78,1.0,358,762,0.47,0.46,0.01
1630230,Naji Marshall,1610612742,DAL,F,27.0,69,69,1.0,329,704,0.467,0.465,0.002
202691,Klay Thompson,1610612742,DAL,G,35.0,72,72,1.0,290,629,0.461,0.462,-0.001
202681,Kyrie Irving,1610612742,DAL,G,33.0,50,50,1.0,255,551,0.463,0.461,0.002
1641726,Dereck Lively II,1610612742,DAL,C,21.0,36,36,1.0,247,538,0.459,0.485,-0.026
1628997,Caleb Martin,1610612742,DAL,F,29.0,45,45,1.0,258,533,0.484,0.456,0.028
203939,Dwight Powell,1610612742,DAL,F-C,33.0,46,46,1.0,164,335,0.49,0.482,0.008
1630556,Kessler Edwards,1610612742,DAL,F,24.0,34,34,1.0,154,302,0.51,0.473,0.037
1630702,Jaden Hardy,1610612742,DAL,G,22.0,54,54,1.0,132,278,0.475,0.456,0.019
1641765,Olivier-Maxence Prosper,1610612742,DAL,F,22.0,48,48,1.0,119,267,0.446,0.463,-0.017
1630539,Kai Jones,1610612742,DAL,C-F,24.0,36,36,1.0,118,248,0.476,0.479,-0.004
1630314,Brandon Williams,1610612742,DAL,G,25.0,28,28,1.0,95,196,0.485,0.456,0.028
203957,Danté Exum,1610612742,DAL,G,29.0,20,20,1.0,75,142,0.528,0.466,0.062
1629650,Moses Brown,1610612742,DAL,C,25.0,11,11,1.0,35,78,0.449,0.489,-0.04
1641789,Jazian Gortman,1610612742,DAL,G,22.0,10,10,1.0,13,23,0.565,0.459,0.106
