player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1641764,Brandin Podziemski,Brandin,1610612744,GSW,22.0,12,5,7,0.417,32.1,106.6,106.9,106.9,107.9,109.6,109.6,-1.3,-2.7,-2.7,0.151,2.06,18.7,0.04,0.117,0.077,9.1,9.1,0.447,0.473,0.183,0.188,96.27,95.38,79.49,95.38,0.08,770,48,132,4.0,11.0,0.364,44,55,197,118,53,125,122,122,86,99,99,109,115,115,79,49,84,103,110,117,101,105,160,170,91,92,139,153,153,119,43,27,66,51,165,GSW
1630296,Braxton Key,Braxton,1610612744,GSW,28.0,5,0,5,0.0,4.5,126.2,116.7,116.7,95.5,92.3,92.3,30.7,24.4,24.4,0.043,0.33,8.3,0.147,0.154,0.15,25.0,25.0,0.125,0.125,0.147,0.16,106.16,112.35,93.63,112.35,-0.018,54,1,8,0.2,1.6,0.125,115,180,156,180,185,11,41,41,24,25,25,14,17,17,174,173,164,8,65,21,203,203,202,205,140,131,17,8,8,205,188,160,201,176,200,GSW
1627741,Buddy Hield,Buddy,1610612744,GSW,32.0,12,5,7,0.417,27.3,109.7,110.1,110.1,111.3,110.4,110.4,-1.6,-0.3,-0.3,0.102,1.62,12.7,0.052,0.078,0.064,7.9,7.9,0.548,0.572,0.187,0.193,96.61,96.82,80.69,96.82,0.087,664,52,125,4.3,10.4,0.416,44,55,197,118,75,95,100,100,124,108,108,114,98,98,113,77,129,75,165,144,79,79,84,97,84,86,134,132,132,103,38,34,58,56,129,GSW
203110,Draymond Green,Draymond,1610612744,GSW,35.0,12,5,7,0.417,32.4,104.3,105.1,105.1,106.4,108.2,108.2,-2.1,-3.1,-3.1,0.189,1.28,23.6,0.022,0.144,0.083,18.5,18.4,0.463,0.479,0.168,0.174,95.98,94.82,79.02,94.82,0.064,769,42,108,3.5,9.0,0.389,44,55,197,118,50,142,137,137,72,84,84,116,121,121,52,103,48,150,79,103,192,192,151,162,112,113,147,159,159,140,55,44,79,65,150,GSW
1627780,Gary Payton II,Gary,1610612744,GSW,32.0,11,4,7,0.364,16.4,101.8,100.3,100.3,109.1,112.1,112.1,-7.3,-11.8,-11.8,0.147,2.67,23.2,0.053,0.077,0.065,8.7,8.7,0.543,0.543,0.125,0.132,98.4,97.78,81.48,97.78,0.072,362,21,47,1.9,4.3,0.447,51,73,197,130,117,154,162,162,98,131,131,148,158,158,80,34,53,72,166,143,91,90,86,111,167,162,107,111,111,133,92,93,116,116,100,GSW
1630611,Gui Santos,Gui,1610612744,GSW,22.0,10,4,6,0.4,7.2,113.4,107.5,107.5,109.6,106.7,106.7,3.8,0.8,0.8,0.154,1.33,23.5,0.043,0.141,0.09,17.6,17.8,0.647,0.662,0.141,0.15,99.62,103.71,86.43,103.71,0.077,160,9,17,0.9,1.7,0.529,61,73,186,124,162,63,116,116,106,67,67,74,87,87,76,94,49,89,84,85,191,191,35,38,145,144,85,36,36,125,130,137,162,174,41,GSW
202710,Jimmy Butler III,Jimmy,1610612744,GSW,35.0,11,4,7,0.364,36.0,104.9,106.2,106.2,112.0,114.1,114.1,-7.1,-7.9,-7.9,0.249,4.38,22.4,0.061,0.125,0.091,5.1,5.1,0.484,0.564,0.217,0.225,96.25,94.78,78.98,94.78,0.145,787,68,152,6.2,13.8,0.447,51,73,197,130,28,138,128,128,138,145,145,146,147,147,32,11,58,55,101,80,41,41,142,102,54,52,141,161,161,32,23,22,32,32,99,GSW
1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,22.0,8,3,5,0.375,23.4,105.1,101.5,101.5,115.1,117.3,117.3,-10.0,-15.8,-15.8,0.102,0.77,7.7,0.036,0.078,0.055,10.0,10.0,0.538,0.572,0.267,0.282,98.27,99.03,82.53,99.03,0.099,392,45,93,5.6,11.6,0.484,72,88,156,129,86,137,153,153,157,163,163,158,170,170,114,152,171,112,164,163,116,118,90,96,24,20,110,92,92,81,49,53,44,48,70,GSW
1628995,Kevin Knox II,Kevin,1610612744,GSW,25.0,5,0,5,0.0,7.5,118.5,119.3,119.3,84.7,82.9,82.9,33.8,36.4,36.4,0.133,2.0,14.3,0.065,0.1,0.081,7.1,7.1,0.425,0.473,0.224,0.229,104.67,105.41,87.84,105.41,0.118,83,8,20,1.6,4.0,0.4,115,180,156,180,160,31,30,30,18,19,19,13,13,13,90,51,115,51,130,108,64,63,172,171,48,50,27,27,27,56,132,129,128,118,140,GSW
1626172,Kevon Looney,Kevon,1610612744,GSW,29.0,12,5,7,0.417,10.0,108.2,105.7,105.7,111.4,113.3,113.3,-3.1,-7.5,-7.5,0.05,2.0,12.1,0.132,0.211,0.171,6.1,6.2,0.435,0.49,0.1,0.104,98.59,98.86,82.38,98.86,0.064,244,10,23,0.8,1.9,0.435,44,55,197,118,140,112,135,135,126,139,139,124,143,143,167,51,138,12,23,9,47,51,167,156,186,187,101,97,97,141,126,127,166,169,114,GSW
