close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
202685,Jonas Valančiūnas,1610612740,NOP,C,30.0,6,6,0.862,11.67,17.67,0.66,0.598,0.063
203468,CJ McCollum,1610612740,NOP,G,30.0,6,6,0.691,4.67,9.33,0.5,0.57,-0.07
1626204,Larry Nance Jr.,1610612740,NOP,F-C,29.0,6,6,0.774,4.67,8.0,0.583,0.585,-0.002
1630529,Herbert Jones,1610612740,NOP,F,23.0,6,6,0.649,5.17,8.0,0.646,0.578,0.068
1627742,Brandon Ingram,1610612740,NOP,F,24.0,6,6,0.641,4.17,6.83,0.61,0.588,0.022
1630631,Jose Alvarado,1610612740,NOP,G,24.0,6,6,0.526,2.0,3.33,0.6,0.566,0.034
1629637,Jaxson Hayes,1610612740,NOP,C-F,22.0,6,6,0.594,2.33,3.17,0.737,0.552,0.185
1628984,Devonte' Graham,1610612740,NOP,G,27.0,6,6,0.633,1.67,3.17,0.526,0.504,0.023
1630230,Naji Marshall,1610612740,NOP,F,24.0,6,6,0.8,1.67,2.67,0.625,0.563,0.062
1630530,Trey Murphy III,1610612740,NOP,F,22.0,6,6,0.565,1.83,2.17,0.846,0.58,0.266
1626195,Willy Hernangomez,1610612740,NOP,C-F,28.0,1,1,1.0,2.0,2.0,1.0,0.475,0.525
202066,Garrett Temple,1610612740,NOP,G-F,36.0,1,1,0.5,1.0,1.0,1.0,0.406,0.594
