season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2020-21,1610612749,MIL,Milwaukee Bucks,42000406,2021-07-20,MIL vs. PHX,W,48.0,0.488,0.354,0.184,0.319,0.477,0.221,0.147,0.143,0,0,0,0,7,128,27,166,41,31,65,46,5,1,2020,2021,True,MIL,PHX,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000405,2021-07-17,MIL @ PHX,W,48.0,0.655,0.195,0.132,0.357,0.626,0.126,0.098,0.3,0,0,0,0,7,8,129,102,20,156,12,129,111,1,2020,2021,False,PHX,MIL,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000404,2021-07-14,MIL vs. PHX,W,48.0,0.438,0.299,0.052,0.344,0.558,0.244,0.175,0.205,0,0,0,0,7,157,53,3,29,109,79,10,38,1,2020,2021,True,MIL,PHX,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000403,2021-07-11,MIL vs. PHX,W,48.0,0.556,0.289,0.093,0.294,0.536,0.193,0.155,0.205,0,0,0,0,7,65,62,26,64,89,40,35,33,1,2020,2021,True,MIL,PHX,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000402,2021-07-08,MIL @ PHX,L,48.0,0.5,0.247,0.096,0.37,0.602,0.159,0.137,0.326,0,0,0,0,7,109,83,33,14,137,23,63,133,1,2020,2021,False,PHX,MIL,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000401,2021-07-06,MIL @ PHX,L,48.0,0.545,0.182,0.139,0.204,0.528,0.295,0.088,0.188,0,0,0,0,7,73,136,111,139,78,113,148,20,1,2020,2021,False,PHX,MIL,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000306,2021-07-03,MIL @ ATL,W,48.0,0.556,0.236,0.15,0.306,0.478,0.25,0.158,0.345,0,0,0,0,7,63,97,131,49,35,89,29,143,1,2020,2021,False,ATL,MIL,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000305,2021-07-01,MIL vs. ATL,W,48.0,0.553,0.263,0.094,0.412,0.539,0.211,0.147,0.353,0,0,0,0,7,68,71,29,3,93,52,44,146,1,2020,2021,True,MIL,ATL,JUL
2020-21,1610612749,MIL,Milwaukee Bucks,42000304,2021-06-29,MIL @ ATL,L,48.0,0.44,0.226,0.161,0.273,0.582,0.153,0.128,0.273,0,0,0,0,7,155,102,144,86,126,19,79,82,1,2020,2021,False,ATL,MIL,JUN
2020-21,1610612749,MIL,Milwaukee Bucks,42000303,2021-06-27,MIL @ ATL,W,48.0,0.574,0.239,0.129,0.396,0.554,0.19,0.129,0.25,0,0,0,0,7,50,93,95,6,105,38,71,66,1,2020,2021,False,ATL,MIL,JUN
