team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,4,2,2,0.5,11.283333333333331,21.3,17.0,0.0,8.5,0.0,8.5,0.0,68.1,9,8,3,7,13,7,7,13,16,1,5,1,15,ATLANTA HAWKS
1610612738,Boston Celtics,11,5,6,0.455,39.52666666666666,9.7,14.6,3.6,41.3,18.2,18.2,3.6,26.7,2,3,16,9,1,14,10,12,6,10,8,5,2,BOSTON CELTICS
1610612751,Brooklyn Nets,1,0,1,0.0,5.1,18.8,18.8,18.8,37.6,37.6,28.2,37.6,56.5,15,13,1,13,15,9,6,2,10,15,14,16,13,BROOKLYN NETS
1610612739,Cleveland Cavaliers,1,0,1,0.0,4.283333333333333,44.8,22.4,44.8,89.6,0.0,78.4,0.0,22.4,15,13,1,13,16,1,5,1,1,1,16,1,1,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,12,8,4,0.667,35.931666666666665,9.4,16.0,5.3,56.1,13.4,9.4,2.7,29.4,1,1,13,1,3,15,8,10,2,4,6,4,4,DENVER NUGGETS
1610612744,Golden State Warriors,6,2,4,0.333,25.376666666666665,22.7,0.0,3.8,26.5,17.0,24.6,13.2,37.8,5,8,13,10,5,4,15,11,14,9,12,13,8,GOLDEN STATE WARRIORS
1610612746,LA Clippers,3,1,2,0.333,8.978333333333333,16.0,26.7,16.0,21.4,48.1,0.0,26.7,53.5,12,11,3,10,14,11,3,4,15,16,1,15,12,LA CLIPPERS
1610612747,Los Angeles Lakers,7,4,3,0.571,31.211666666666662,12.3,10.8,9.2,36.9,18.5,1.5,9.2,30.8,4,4,11,6,4,13,11,8,11,11,3,9,6,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,2,0,2,0.0,12.783333333333331,22.5,0.0,15.0,30.0,22.5,18.8,11.3,60.1,13,13,3,13,11,5,15,6,13,13,10,11,14,MEMPHIS GRIZZLIES
1610612748,Miami Heat,11,7,4,0.636,38.60666666666667,19.9,14.9,7.5,34.8,13.7,18.6,0.0,39.8,2,2,13,3,2,8,9,9,12,5,9,1,9,MIAMI HEAT
1610612749,Milwaukee Bucks,2,0,2,0.0,12.451666666666666,7.7,7.7,0.0,38.5,15.4,30.8,23.1,46.3,13,13,3,13,12,16,13,13,8,7,15,14,10,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,4,1,3,0.25,12.913333333333334,22.3,7.4,0.0,44.6,14.9,26.0,7.4,74.3,9,11,11,12,10,6,14,13,3,6,13,7,16,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,5,3,2,0.6,15.245,15.7,47.2,0.0,37.8,31.5,6.3,12.6,50.4,7,6,3,4,9,12,1,13,9,14,4,12,11,NEW YORK KNICKS
1610612755,Philadelphia 76ers,5,3,2,0.6,23.8,16.1,24.2,14.1,40.3,16.1,18.2,10.1,36.3,7,6,3,4,6,10,4,7,7,8,7,10,7,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,6,4,2,0.667,15.735,33.6,9.2,15.3,42.7,9.2,21.4,9.2,30.5,5,4,3,1,8,2,12,5,5,3,11,8,5,PHOENIX SUNS
1610612758,Sacramento Kings,4,2,2,0.5,17.56,24.6,30.1,16.4,43.7,19.1,0.0,5.5,27.3,9,8,3,7,7,3,2,3,4,12,1,6,3,SACRAMENTO KINGS
