close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203083,Andre Drummond,1610612765,DET,C,24.0,78,78,0.45,4.24,7.09,0.599,0.62,-0.021
201933,Blake Griffin,1610612765,DET,F,29.0,58,58,0.325,2.9,4.91,0.589,0.612,-0.023
202720,Jon Leuer,1610612765,DET,F-C,29.0,8,7,0.534,2.38,3.88,0.613,0.605,0.008
201229,Anthony Tolliver,1610612765,DET,F,33.0,79,71,0.364,1.77,3.39,0.522,0.61,-0.088
202397,Ish Smith,1610612765,DET,G,29.0,82,76,0.333,1.87,3.22,0.58,0.594,-0.014
203493,Reggie Bullock Jr.,1610612765,DET,G-F,27.0,61,53,0.337,1.85,3.07,0.604,0.599,0.005
203961,Eric Moreland,1610612765,DET,F-C,26.0,65,57,0.491,1.75,3.0,0.585,0.617,-0.032
1626169,Stanley Johnson,1610612765,DET,F,22.0,69,65,0.324,1.7,2.87,0.591,0.614,-0.023
202704,Reggie Jackson,1610612765,DET,G,28.0,45,44,0.298,1.64,2.73,0.602,0.597,0.005
1628379,Luke Kennard,1610612765,DET,G,22.0,72,60,0.369,1.54,2.51,0.613,0.586,0.028
203516,James Ennis III,1610612765,DET,F,27.0,72,68,0.344,1.58,2.44,0.648,0.612,0.036
203186,Willie Reed,1610612765,DET,C,28.0,39,30,0.385,1.13,2.03,0.557,0.621,-0.064
202779,Dwight Buycks,1610612765,DET,G,29.0,26,23,0.368,0.96,1.92,0.5,0.598,-0.098
204038,Langston Galloway,1610612765,DET,G,26.0,53,43,0.371,1.04,1.91,0.545,0.593,-0.049
2749,Jameer Nelson,1610612765,DET,G,36.0,50,41,0.27,1.12,1.9,0.589,0.579,0.01
1627740,Henry Ellenson,1610612765,DET,F,21.0,34,24,0.39,1.24,1.88,0.656,0.601,0.055
1627770,Kay Felder,1610612765,DET,G,23.0,13,8,0.283,0.69,1.0,0.692,0.613,0.079
