close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203083,Andre Drummond,1610612765,DET,C,24.0,78,78,1.0,7.87,15.76,0.5,0.489,0.011
201933,Blake Griffin,1610612765,DET,F,29.0,58,58,1.0,6.45,15.1,0.427,0.466,-0.039
202397,Ish Smith,1610612765,DET,G,29.0,82,82,1.0,4.28,9.67,0.443,0.448,-0.006
201229,Anthony Tolliver,1610612765,DET,F,33.0,79,79,1.0,3.89,9.33,0.417,0.461,-0.044
202704,Reggie Jackson,1610612765,DET,G,28.0,45,45,1.0,4.36,9.18,0.475,0.455,0.019
203493,Reggie Bullock Jr.,1610612765,DET,G-F,27.0,61,61,1.0,4.08,9.1,0.449,0.45,-0.001
1626169,Stanley Johnson,1610612765,DET,F,22.0,69,69,1.0,3.96,8.86,0.447,0.463,-0.016
202720,Jon Leuer,1610612765,DET,F-C,29.0,8,8,1.0,4.0,7.25,0.552,0.475,0.076
203516,James Ennis III,1610612765,DET,F,27.0,72,72,1.0,3.18,7.11,0.447,0.458,-0.01
2749,Jameer Nelson,1610612765,DET,G,36.0,50,50,1.0,2.96,7.04,0.42,0.44,-0.02
1628379,Luke Kennard,1610612765,DET,G,22.0,72,72,1.0,3.19,6.81,0.469,0.44,0.029
203961,Eric Moreland,1610612765,DET,F-C,26.0,65,65,1.0,3.0,6.11,0.491,0.482,0.009
203186,Willie Reed,1610612765,DET,C,28.0,39,39,1.0,2.49,5.26,0.473,0.48,-0.007
202779,Dwight Buycks,1610612765,DET,G,29.0,26,26,1.0,2.19,5.23,0.419,0.439,-0.02
204038,Langston Galloway,1610612765,DET,G,26.0,53,53,1.0,2.21,5.13,0.43,0.444,-0.014
1627740,Henry Ellenson,1610612765,DET,F,21.0,34,34,1.0,2.47,4.82,0.512,0.467,0.046
1627770,Kay Felder,1610612765,DET,G,23.0,13,13,1.0,1.54,3.54,0.435,0.459,-0.024
1626242,Luis Montero,1610612765,DET,G,25.0,1,1,1.0,0.0,2.0,0.0,0.357,-0.357
203687,Reggie Hearn,1610612765,DET,G,26.0,2,2,1.0,0.0,1.0,0.0,0.401,-0.401
