player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
101139,CJ Miles,CJ,1610612754,IND,29.0,26,11,15,0.423,39.9,6.9,3.4,2.6,3.4,12.1,9.5,10.3,41.4,0.9,0.9,3.4,3.4,26.9,144,157,313,277,372,25,108,86,248,196,112,310,115,143,294,112,227,280
201588,George Hill,George,1610612754,IND,30.0,47,27,20,0.574,46.9,3.4,0.8,1.8,3.2,15.0,14.5,8.4,40.0,0.3,0.8,3.2,3.4,20.6,5,8,395,125,209,109,226,108,254,259,267,252,130,197,289,106,229,333
203922,Glenn Robinson III,Glenn,1610612754,IND,22.0,6,5,1,0.833,34.5,0.0,5.3,0.0,10.5,10.5,0.0,10.5,10.5,0.0,5.3,5.3,5.3,44.2,312,252,31,38,399,234,54,175,87,165,1,319,396,200,422,203,147,129
101133,Ian Mahinmi,Ian,1610612754,IND,29.0,40,23,17,0.575,49.6,3.7,2.1,0.4,7.5,14.5,16.6,11.6,37.3,3.3,0.4,9.5,8.3,48.9,28,19,341,124,94,89,171,172,134,243,321,342,180,37,242,370,63,98
1626202,Joe Young,Joe,1610612754,IND,24.0,2,1,1,0.5,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,362,31,188,418,234,237,175,303,1,1,1,399,200,1,1,326,400
201941,Jordan Hill,Jordan,1610612754,IND,28.0,28,12,16,0.429,48.8,2.9,5.7,0.0,8.6,20.0,15.0,8.6,41.4,1.4,0.0,5.0,1.4,35.9,128,144,324,269,121,135,51,175,118,364,281,257,114,101,1,192,305,205
202730,Lavoy Allen,Lavoy,1610612754,IND,27.0,26,14,12,0.538,49.0,2.9,2.9,0.0,4.4,15.4,16.2,8.1,29.4,2.2,1.5,7.4,0.7,30.4,144,119,264,161,114,130,130,175,222,275,313,237,314,67,346,313,322,251
101145,Monta Ellis,Monta,1610612754,IND,30.0,50,28,22,0.56,47.0,6.7,2.5,2.1,9.2,15.4,13.1,9.2,38.5,0.7,0.9,3.4,8.0,49.0,2,4,412,139,204,31,154,101,106,272,219,279,158,158,301,111,68,97
1626167,Myles Turner,Myles,1610612754,IND,20.0,26,15,11,0.577,45.4,1.1,2.7,0.0,4.3,10.9,12.0,6.0,40.2,1.6,2.2,7.6,4.9,36.6,144,109,251,120,274,215,146,175,224,171,182,164,127,89,378,320,164,195
202331,Paul George,Paul,1610612754,IND,26.0,51,28,23,0.549,47.3,3.1,3.6,3.3,7.1,15.6,14.3,8.9,38.4,0.9,2.5,4.2,9.6,56.5,1,4,418,151,185,118,102,57,148,280,256,269,164,139,393,149,43,59
1626176,Rakeem Christmas,Rakeem,1610612754,IND,24.0,1,1,0,1.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,419,234,237,175,303,1,1,1,399,200,1,1,326,400
201155,Rodney Stuckey,Rodney,1610612754,IND,30.0,12,6,6,0.5,48.8,5.3,0.0,5.3,8.0,28.0,28.0,4.0,26.7,0.0,0.0,0.0,5.3,38.9,257,235,174,188,119,53,237,27,127,405,407,123,345,200,1,1,145,172
203963,Shayne Whittington,Shayne,1610612754,IND,25.0,1,1,0,1.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,419,234,237,175,303,1,1,1,399,200,1,1,326,400
203524,Solomon Hill,Solomon,1610612754,IND,25.0,22,10,12,0.455,48.6,0.0,0.0,0.0,4.4,16.5,16.5,9.9,46.2,0.0,0.0,9.9,3.3,42.9,182,176,264,252,126,234,237,175,223,302,317,302,72,200,1,375,238,142
201951,Ty Lawson,Ty,1610612754,IND,28.0,10,5,5,0.5,48.9,2.4,0.0,0.0,4.8,11.9,15.5,7.1,38.1,0.0,2.4,6.0,3.6,23.2,277,252,153,188,117,154,237,175,210,189,295,200,168,200,388,255,220,318
