season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42015,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.938,11,0.05,1.333,0.545,0.08,0.0,0.08,0.0,0.583,0.00636,12,16,6,11,5
42015,203459,Allen Crabbe,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,11,0.092,1.5,0.714,0.25,0.0,0.25,0.12,0.75,0.00714,8,12,5,7,2
42015,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.118,11,0.072,0.5,0.278,0.0,0.182,0.0,0.0,0.227,0.00306,22,11,5,18,13
42015,1626242,Luis Montero,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,6,0.667,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0125,2,5,2,2,0
42015,202329,Al-Farouq Aminu,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,11,0.024,1.0,0.5,0.25,0.25,0.25,0.0,0.5,0.005,4,4,1,2,1
42015,1626192,Pat Connaughton,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,6,0.2,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015,1,3,1,1,0
42015,201945,Gerald Henderson,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,11,0.033,0.667,0.333,0.0,0.0,0.0,0.0,0.333,0.00333,3,2,1,3,2
42015,203090,Maurice Harkless,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,11,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
42015,203148,Brian Roberts,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,10,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
42015,203486,Mason Plumlee,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.0,11,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
