close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203501,Tim Hardaway Jr.,1610612737,ATL,G,25.0,6,6,0.702,27,59,0.458,0.408,0.05
200794,Paul Millsap,1610612737,ATL,F,32.0,6,6,0.469,16,45,0.356,0.401,-0.045
203471,Dennis Schröder,1610612737,ATL,G,23.0,6,6,0.469,14,38,0.368,0.387,-0.019
203145,Kent Bazemore,1610612737,ATL,F-G,27.0,6,6,0.574,13,35,0.371,0.398,-0.026
1627752,Taurean Prince,1610612737,ATL,F,23.0,6,6,0.63,10,29,0.345,0.403,-0.058
203488,Mike Muscala,1610612737,ATL,F-C,25.0,6,6,0.432,6,16,0.375,0.377,-0.002
101141,Ersan Ilyasova,1610612737,ATL,F,30.0,6,6,0.552,5,16,0.313,0.355,-0.042
101181,Jose Calderon,1610612737,ATL,G,35.0,6,6,0.565,4,13,0.308,0.355,-0.047
2730,Dwight Howard,1610612737,ATL,C,31.0,6,5,0.262,4,11,0.364,0.399,-0.036
2399,Mike Dunleavy,1610612737,ATL,G-F,36.0,5,5,0.467,2,7,0.286,0.362,-0.077
200757,Thabo Sefolosha,1610612737,ATL,F,33.0,2,2,0.75,2,3,0.667,0.409,0.258
1627098,Malcolm Delaney,1610612737,ATL,G,28.0,1,1,1.0,0,1,0.0,0.0,0.0
