close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203110,Draymond Green,1610612744,GSW,F,35.0,68,67,0.426,211,418,0.505,0.588,-0.084
1627741,Buddy Hield,1610612744,GSW,G,32.0,82,81,0.494,220,389,0.566,0.58,-0.015
1626172,Kevon Looney,1610612744,GSW,F,29.0,76,75,0.486,151,313,0.482,0.584,-0.102
1641764,Brandin Podziemski,1610612744,GSW,G,22.0,63,63,0.498,191,307,0.622,0.576,0.046
1630541,Moses Moody,1610612744,GSW,G,23.0,74,65,0.461,162,280,0.579,0.58,-0.001
201939,Stephen Curry,1610612744,GSW,G,37.0,70,69,0.418,147,275,0.535,0.587,-0.053
1631218,Trayce Jackson-Davis,1610612744,GSW,F,25.0,59,53,0.538,143,256,0.559,0.593,-0.034
202710,Jimmy Butler III,1610612744,GSW,F,35.0,55,51,0.421,149,252,0.591,0.582,0.01
1642366,Quinten Post,1610612744,GSW,C,25.0,40,39,0.491,100,187,0.535,0.591,-0.056
1630611,Gui Santos,1610612744,GSW,F,22.0,55,53,0.46,85,162,0.525,0.576,-0.051
1627780,Gary Payton II,1610612744,GSW,G,32.0,61,55,0.45,85,150,0.567,0.569,-0.002
1630228,Jonathan Kuminga,1610612744,GSW,F,22.0,47,44,0.401,89,149,0.597,0.597,0.001
1630311,Pat Spencer,1610612744,GSW,G,28.0,26,20,0.614,29,51,0.569,0.597,-0.029
1628995,Kevin Knox II,1610612744,GSW,F,25.0,10,8,0.459,8,17,0.471,0.567,-0.096
1642050,Jackson Rowe,1610612744,GSW,F,28.0,5,5,0.429,4,6,0.667,0.542,0.125
1641879,Yuri Collins,1610612744,GSW,G,24.0,2,2,0.5,2,2,1.0,0.688,0.313
1630296,Braxton Key,1610612744,GSW,F,28.0,1,1,0.333,1,1,1.0,0.533,0.467
