close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203994,Jusuf Nurkić,1610612757,POR,C,23.0,79,79,0.4,3.54,6.57,0.539,0.616,-0.077
202329,Al-Farouq Aminu,1610612757,POR,F,27.0,69,69,0.4,2.67,5.01,0.532,0.624,-0.092
202334,Ed Davis,1610612757,POR,F-C,29.0,78,75,0.424,2.14,3.96,0.54,0.612,-0.071
203468,CJ McCollum,1610612757,POR,G,26.0,80,78,0.32,2.1,3.73,0.564,0.594,-0.03
203081,Damian Lillard,1610612757,POR,G,27.0,73,71,0.329,1.89,3.53,0.535,0.582,-0.047
202323,Evan Turner,1610612757,POR,F-G,29.0,79,74,0.313,1.58,2.97,0.532,0.598,-0.066
1628380,Zach Collins,1610612757,POR,C-F,20.0,64,54,0.355,1.28,2.61,0.491,0.589,-0.098
203894,Shabazz Napier,1610612757,POR,G,26.0,73,64,0.309,1.53,2.51,0.612,0.586,0.026
1627834,Georgios Papagiannis,1610612757,POR,C,20.0,15,11,0.529,1.87,2.4,0.778,0.615,0.162
203090,Maurice Harkless,1610612757,POR,F,25.0,58,51,0.325,1.19,2.34,0.507,0.615,-0.107
1626192,Pat Connaughton,1610612757,POR,G-F,25.0,82,61,0.276,0.93,1.74,0.531,0.594,-0.063
203086,Meyers Leonard,1610612757,POR,C,26.0,26,19,0.372,1.0,1.73,0.578,0.604,-0.026
1627735,Wade Baldwin IV,1610612757,POR,G,22.0,6,3,0.308,0.67,1.33,0.5,0.608,-0.108
1628403,Caleb Swanigan,1610612757,POR,F-C,21.0,22,12,0.307,0.59,1.05,0.565,0.607,-0.042
1627774,Jake Layman,1610612757,POR,F,24.0,17,9,0.333,0.47,0.65,0.727,0.652,0.076
