close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201950,Jrue Holiday,1610612740,NOP,G,28.0,81,81,0.544,249,688,0.362,0.376,-0.014
203076,Anthony Davis,1610612740,NOP,F-C,25.0,75,75,0.48,221,659,0.335,0.375,-0.039
202326,DeMarcus Cousins,1610612740,NOP,C,27.0,48,48,0.421,163,394,0.414,0.379,0.035
202734,E'Twaun Moore,1610612740,NOP,F-G,29.0,82,79,0.464,141,366,0.385,0.377,0.009
202703,Nikola Mirotic,1610612740,NOP,F,27.0,55,55,0.445,95,299,0.318,0.371,-0.053
203121,Darius Miller,1610612740,NOP,F,28.0,80,77,0.478,106,299,0.355,0.367,-0.013
200765,Rajon Rondo,1610612740,NOP,G,32.0,64,62,0.471,99,256,0.387,0.375,0.012
203546,Ian Clark,1610612740,NOP,G,27.0,72,60,0.457,56,198,0.283,0.373,-0.09
1627767,Cheick Diallo,1610612740,NOP,F,21.0,50,41,0.392,53,121,0.438,0.368,0.07
1628455,Mike James,1610612740,NOP,G,27.0,36,31,0.444,43,114,0.377,0.374,0.003
202732,DeAndre Liggins,1610612740,NOP,G,30.0,51,44,0.419,41,96,0.427,0.377,0.05
2731,Emeka Okafor,1610612740,NOP,C,35.0,25,22,0.369,37,73,0.507,0.375,0.132
2754,Tony Allen,1610612740,NOP,G-F,36.0,20,19,0.547,17,47,0.362,0.371,-0.009
203524,Solomon Hill,1610612740,NOP,F,27.0,11,11,0.413,12,33,0.364,0.371,-0.007
203580,Larry Drew II,1610612740,NOP,G,28.0,6,5,0.48,2,12,0.167,0.372,-0.206
202348,Jordan Crawford,1610612740,NOP,G,29.0,5,4,0.421,4,8,0.5,0.37,0.131
2746,Josh Smith,1610612740,NOP,F,32.0,2,2,1.0,3,6,0.5,0.349,0.151
1628429,Charles Cooke,1610612740,NOP,G,23.0,7,4,0.417,2,5,0.4,0.3,0.1
1627215,Walt Lemon Jr.,1610612740,NOP,PG,25.0,4,1,0.167,1,2,0.5,0.325,0.175
