close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
200746,LaMarcus Aldridge,1610612759,SAS,C-F,33.0,81,81,0.466,325,659,0.493,0.577,-0.084
1627751,Jakob Poeltl,1610612759,SAS,C,23.0,77,75,0.532,222,413,0.538,0.574,-0.037
1628401,Derrick White,1610612759,SAS,G,24.0,67,65,0.418,196,369,0.531,0.555,-0.024
202722,Dāvis Bertāns,1610612759,SAS,F,26.0,76,73,0.465,187,331,0.565,0.568,-0.003
201942,DeMar DeRozan,1610612759,SAS,G,29.0,77,76,0.408,193,316,0.611,0.564,0.047
1627854,Bryn Forbes,1610612759,SAS,G,25.0,82,78,0.401,190,316,0.601,0.555,0.047
200752,Rudy Gay,1610612759,SAS,F,32.0,69,65,0.455,153,278,0.55,0.57,-0.02
201988,Patty Mills,1610612759,SAS,G,30.0,82,79,0.362,163,260,0.627,0.562,0.065
201158,Marco Belinelli,1610612759,SAS,G-F,33.0,79,72,0.395,141,247,0.571,0.558,0.013
201967,Dante Cunningham,1610612759,SAS,F,32.0,59,46,0.411,87,145,0.6,0.579,0.021
202347,Quincy Pondexter,1610612759,SAS,F,31.0,37,28,0.505,37,55,0.673,0.565,0.108
1629234,Drew Eubanks,1610612759,SAS,F,22.0,19,11,0.362,17,25,0.68,0.573,0.107
1629002,Chimezie Metu,1610612759,SAS,F,22.0,22,11,0.35,14,21,0.667,0.568,0.098
1629022,Lonnie Walker IV,1610612759,SAS,G,20.0,13,10,0.487,12,19,0.632,0.583,0.049
202700,Donatas Motiejunas,1610612759,SAS,F-C,28.0,3,2,0.333,1,2,0.5,0.475,0.026
