team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,118.8,31.7,0.764,7.7,4.8,13.8,12.0,15.2,54.7,10,10,1,10,11,14,10,3,2,5,3,4,12,16,ATLANTA HAWKS
1610612738,Boston Celtics,20,11,9,0.55,965.0,112.9,33.4,0.716,6.0,6.3,15.6,13.7,11.0,41.9,2,3,15,4,2,10,6,5,15,2,8,9,4,2,BOSTON CELTICS
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,114.3,29.3,0.632,5.3,3.8,17.5,20.0,9.8,45.0,16,16,1,16,16,11,14,15,16,13,12,16,2,5,BROOKLYN NETS
1610612739,Cleveland Cavaliers,5,1,4,0.2,240.0,107.3,28.0,0.606,6.8,4.0,22.2,18.2,15.6,46.4,12,12,1,12,14,1,16,16,8,12,16,15,13,9,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,20,16,4,0.8,965.0,110.2,34.5,0.762,6.8,4.2,13.2,10.3,13.7,46.1,2,1,1,1,2,4,3,4,7,11,1,3,8,6,DENVER NUGGETS
1610612744,Golden State Warriors,13,6,7,0.462,624.0,111.1,34.5,0.708,7.2,4.6,15.3,14.4,13.4,48.0,5,6,13,8,5,6,2,7,4,7,7,11,7,12,GOLDEN STATE WARRIORS
1610612746,LA Clippers,5,1,4,0.2,240.0,122.5,28.2,0.682,6.6,4.2,18.2,14.0,17.0,46.8,12,12,1,12,14,16,15,13,10,10,14,10,15,10,LA CLIPPERS
1610612747,Los Angeles Lakers,16,8,8,0.5,773.0,110.3,35.3,0.709,6.8,6.3,13.8,13.6,14.6,46.1,4,4,14,7,4,5,1,6,9,1,2,8,10,7,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,6,2,4,0.333,293.0,110.0,32.8,0.696,6.6,3.4,16.9,17.0,18.8,52.1,10,10,1,10,10,3,7,11,11,16,11,14,16,14,MEMPHIS GRIZZLIES
1610612748,Miami Heat,23,13,10,0.565,1109.0,111.9,30.9,0.708,7.0,3.5,15.6,12.9,12.1,46.3,1,2,16,3,1,8,11,8,6,14,9,7,5,8,MIAMI HEAT
1610612749,Milwaukee Bucks,5,1,4,0.2,245.0,119.0,33.5,0.787,6.5,3.5,20.2,10.0,14.1,47.8,12,12,1,12,12,15,5,1,12,15,15,2,9,11,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,5,1,4,0.2,245.0,117.2,30.2,0.693,6.5,4.7,16.5,12.1,16.1,50.5,12,12,1,12,12,12,13,12,12,6,10,6,14,13,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,11,6,5,0.545,528.0,107.8,32.5,0.707,7.0,4.5,17.9,12.1,9.7,42.5,6,6,11,5,7,2,9,9,5,8,13,5,1,3,NEW YORK KNICKS
1610612755,Philadelphia 76ers,11,7,4,0.636,533.0,112.1,32.7,0.766,7.6,5.2,14.1,9.2,13.3,39.1,6,5,1,2,6,9,8,2,3,4,5,1,6,1,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,11,6,5,0.545,528.0,118.3,30.8,0.681,6.3,5.6,14.2,15.6,14.9,52.9,6,6,11,5,7,13,12,14,14,3,6,12,11,15,PHOENIX SUNS
1610612758,Sacramento Kings,7,3,4,0.429,336.0,111.6,33.7,0.7,7.7,4.3,14.0,16.1,9.9,44.6,9,9,1,9,9,7,4,10,1,9,4,13,3,4,SACRAMENTO KINGS
