GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,1627846,Abdel Nader,Abdel,1610612756,PHX,27.0,1,1,0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,54,1,1,125,21,26,9,47,1,1,1,107,20,1,1,63,106
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,25.0,4,2,2,0.5,8.21,0.0,0.0,0.0,0.0,8.8,21.9,13.2,17.5,0.0,0.0,8.8,0.0,0.0,36,35,69,52,64,21,26,9,47,81,126,130,96,20,1,111,63,106
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,26.0,4,3,1,0.75,8.206666666666667,0.0,0.0,0.0,17.5,8.8,0.0,8.8,26.3,0.0,4.4,0.0,0.0,37.3,36,19,23,27,65,21,26,9,9,82,1,123,60,20,129,1,63,38
Players,101108,Chris Paul,Chris,1610612756,PHX,36.0,5,2,3,0.4,12.67,5.7,0.0,0.0,11.4,25.6,11.4,14.2,28.4,0.0,2.8,5.7,14.2,22.7,30,35,98,73,39,12,26,9,20,127,89,131,53,20,123,93,10,72
Players,203967,Dario Šarić,Dario,1610612756,PHX,27.0,1,1,0,1.0,0.175,0.0,0.0,0.0,0.0,0.0,205.7,0.0,0.0,0.0,0.0,205.7,0.0,246.9,97,54,1,1,122,21,26,9,47,1,131,1,107,20,1,132,63,3
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,22.0,8,4,4,0.5,20.91333333333333,0.0,3.4,0.0,6.9,18.9,12.0,12.0,27.5,1.7,3.4,1.7,0.0,24.4,11,11,114,52,13,21,23,9,33,124,97,127,56,14,126,59,63,66
Players,1626164,Devin Booker,Devin,1610612756,PHX,24.0,8,4,4,0.5,20.671666666666667,0.0,0.0,0.0,10.4,15.7,10.4,12.2,24.4,1.7,0.0,10.4,5.2,24.9,11,11,114,52,15,21,26,9,23,117,84,129,76,13,1,116,28,65
Players,203109,Jae Crowder,Jae,1610612756,PHX,30.0,8,4,4,0.5,21.78,1.7,0.0,0.0,0.0,18.2,11.6,11.6,26.4,1.7,0.0,3.3,1.7,22.8,11,11,114,52,12,20,26,9,47,122,91,126,58,15,1,77,59,71
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,24.0,8,4,4,0.5,15.475,0.0,0.0,0.0,4.7,20.9,11.6,9.3,27.9,2.3,0.0,9.3,0.0,27.0,11,11,114,52,26,21,26,9,42,125,92,124,54,11,1,113,63,59
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,30.0,3,3,0,1.0,0.6783333333333333,0.0,0.0,0.0,0.0,106.1,0.0,0.0,106.1,0.0,0.0,53.1,0.0,0.0,53,19,1,1,112,21,26,9,47,130,1,1,6,20,1,131,63,106
