close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203076,Anthony Davis,1610612747,LAL,F-C,30.0,56,56,1.0,7.88,17.29,0.456,0.504,-0.049
1630559,Austin Reaves,1610612747,LAL,G,25.0,64,64,1.0,6.17,13.58,0.455,0.462,-0.007
203471,Dennis Schröder,1610612747,LAL,G,29.0,66,66,1.0,5.62,12.12,0.464,0.463,0.001
2544,LeBron James,1610612747,LAL,F,38.0,55,55,1.0,5.24,11.38,0.46,0.483,-0.023
1628972,Troy Brown Jr.,1610612747,LAL,G-F,23.0,76,76,1.0,5.57,11.32,0.492,0.47,0.021
1626156,D'Angelo Russell,1610612747,LAL,G,27.0,71,71,1.0,5.17,11.2,0.462,0.46,0.002
1629020,Jarred Vanderbilt,1610612747,LAL,F,24.0,78,78,1.0,5.53,10.79,0.512,0.488,0.024
1629022,Lonnie Walker IV,1610612747,LAL,G-F,24.0,54,54,1.0,4.46,9.04,0.494,0.465,0.028
1627736,Malik Beasley,1610612747,LAL,G,26.0,81,81,1.0,4.36,8.84,0.493,0.47,0.023
1628964,Mo Bamba,1610612747,LAL,C,25.0,47,47,1.0,4.04,8.64,0.468,0.489,-0.021
1629117,Wenyen Gabriel,1610612747,LAL,F,26.0,66,66,1.0,3.88,8.39,0.462,0.488,-0.026
1629060,Rui Hachimura,1610612747,LAL,F,25.0,63,63,1.0,3.33,8.17,0.408,0.472,-0.064
1627885,Shaquille Harrison,1610612747,LAL,G,29.0,5,5,1.0,3.8,7.6,0.5,0.484,0.016
1631108,Max Christie,1610612747,LAL,G,20.0,34,34,1.0,3.12,7.03,0.444,0.463,-0.02
1631306,Cole Swider,1610612747,LAL,F,24.0,5,5,1.0,2.4,4.2,0.571,0.468,0.103
1628432,Davon Reed,1610612747,LAL,G,28.0,35,35,1.0,1.8,3.63,0.496,0.441,0.055
1630590,Scotty Pippen Jr.,1610612747,LAL,G,22.0,5,5,1.0,0.8,2.4,0.333,0.402,-0.069
1628425,Sterling Brown,1610612747,LAL,G-F,28.0,4,4,1.0,1.0,2.0,0.5,0.47,0.03
