season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22016,203507,Giannis Antetokounmpo,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.819,80,0.217,1.281,0.672,0.307,0.133,0.292,0.052,0.656,0.681,384,492,158,235,77
22016,203953,Jabari Parker,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.88,51,0.178,1.32,0.695,0.202,0.118,0.18,0.039,0.652,0.715,178,235,89,128,39
22016,203503,Tony Snell,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.676,80,0.211,1.177,0.514,0.062,0.108,0.062,0.015,0.477,0.651,130,153,56,109,53
22016,1627763,Malcolm Brogdon,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.59,75,0.11,1.136,0.514,0.102,0.125,0.068,0.023,0.489,0.607,88,100,36,70,34
22016,203141,Mirza Teletovic,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.303,70,0.203,0.979,0.395,0.052,0.104,0.052,0.0,0.385,0.531,96,94,32,81,49
22016,202328,Greg Monroe,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.805,81,0.075,1.274,0.66,0.205,0.096,0.205,0.027,0.658,0.66,73,93,35,53,18
22016,201563,Michael Beasley,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.39,56,0.142,1.041,0.588,0.164,0.192,0.123,0.055,0.507,0.608,73,76,30,51,21
22016,1891,Jason Terry,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.308,74,0.199,0.983,0.413,0.069,0.155,0.052,0.017,0.379,0.565,58,57,19,46,27
22016,203521,Matthew Dellavedova,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.061,76,0.094,0.742,0.362,0.045,0.242,0.015,0.0,0.303,0.479,66,49,17,47,30
22016,203114,Khris Middleton,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.261,29,0.101,0.955,0.417,0.091,0.136,0.091,0.045,0.386,0.5,44,42,15,36,21
22016,1626173,Rashad Vaughn,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.214,41,0.164,0.929,0.423,0.0,0.071,0.0,0.0,0.393,0.5,28,26,11,26,15
22016,203089,John Henson,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.071,58,0.064,0.769,0.368,0.154,0.154,0.154,0.038,0.385,0.368,26,20,7,19,12
