player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
2564,Boris Diaw,Boris,1610612762,UTA,35.0,1,0,1,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0,0,50.0,105,104,70,104,128,76,90,76,40,65,40,1,1,43,40,74,86,55,41,33,21,17,2,1,14,25,34,33,4,33
202324,Derrick Favors,Derrick,1610612762,UTA,25.0,5,3,2,0.6,50.1,3.6,3.6,1.0,0.0,0.0,0.0,3.6,14.3,0.25,3.6,7.1,10.7,7.1,0.0,3.6,0.0,0.0,7.1,7.1,10.7,7.1,45.0,0,0,35.7,11,14,29,50,60,68,87,1,40,65,40,46,25,51,27,35,31,17,41,17,21,17,41,35,78,58,46,33,4,61
201588,George Hill,George,1610612762,UTA,31.0,5,3,2,0.6,44.8,2.6,12.8,0.2,2.6,10.3,0.25,10.3,10.3,1.0,0.0,2.6,2.6,2.6,0.0,0.0,0.0,0.0,12.8,5.1,17.9,20.5,24.9,0,0,25.6,11,14,29,50,91,73,48,74,33,30,34,29,36,1,40,70,83,51,41,33,21,17,22,48,56,41,85,33,4,80
202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,5,2,3,0.4,43.0,5.3,23.7,0.222,0.0,5.3,0.0,15.8,15.8,1.0,5.3,10.5,15.8,2.6,5.3,0.0,0.0,0.0,2.6,10.5,26.3,-15.8,43.9,1,0,44.7,11,36,10,79,99,58,26,73,40,50,40,16,20,1,19,20,17,50,17,33,21,17,76,24,38,84,50,14,4,42
203481,Jeff Withey,Jeff,1610612762,UTA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,105,62,113,1,132,76,90,76,40,65,40,53,57,53,40,74,86,55,41,33,21,17,79,64,92,66,107,33,4,109
204060,Joe Ingles,Joe,1610612762,UTA,29.0,5,3,2,0.6,44.9,5.9,5.9,1.0,5.9,5.9,1.0,0.0,0.0,0.0,0.0,2.9,2.9,8.8,2.9,0.0,0.0,0.0,5.9,0.0,17.6,11.8,31.5,0,0,35.3,11,14,29,50,90,53,78,1,14,46,1,53,57,53,40,66,80,14,32,33,21,17,49,64,58,53,72,33,4,63
2207,Joe Johnson,Joe,1610612762,UTA,36.0,6,3,3,0.5,44.6,17.8,26.7,0.667,4.4,11.1,0.4,0.0,0.0,0.0,2.2,4.4,6.7,8.9,2.2,0.0,0.0,0.0,4.4,0.0,40.0,24.4,59.1,0,0,60.0,7,14,10,61,92,13,23,25,21,20,25,53,57,53,35,56,59,12,40,33,21,17,61,64,20,38,27,33,4,24
203918,Rodney Hood,Rodney,1610612762,UTA,24.0,3,2,1,0.667,45.5,13.6,18.2,0.75,9.1,13.6,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,36.4,72.7,50.0,0,0,54.5,60,36,70,38,84,20,38,23,9,13,12,53,57,53,40,74,86,55,41,12,21,17,79,64,24,18,34,33,4,27
203497,Rudy Gobert,Rudy,1610612762,UTA,25.0,2,1,1,0.5,45.2,7.7,7.7,1.0,0.0,0.0,0.0,23.1,30.8,0.75,0.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,15.4,15.4,38.5,15.4,47.7,2,0,46.2,90,62,70,61,87,40,71,1,40,65,40,10,8,32,40,33,53,55,41,33,21,17,16,10,21,50,41,8,4,38
202714,Shelvin Mack,Shelvin,1610612762,UTA,27.0,1,0,1,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,0.0,0,0,0.0,105,104,70,104,63,76,90,76,40,65,40,53,57,53,40,74,86,55,41,33,21,17,79,64,92,122,107,33,4,109
