GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,9,6,3,0.667,31.80333333333333,6.0,13.6,0.444,3.0,7.5,0.4,0.0,0.0,0.0,3.0,6.0,9.1,1.5,3.0,4.5,3.0,1.5,1.5,1.5,15.1,43.8,47.8,0,0,43.8,3,5,19,27,10,41,56,40,17,34,21,46,49,46,29,52,45,40,27,13,21,26,79,63,48,13,36,36,2,40
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,2,2,0,1.0,3.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,27.6,13.8,13.8,13.8,13.8,0.0,41.3,0.0,0.0,-41.3,122.6,1,0,96.5,78,31,114,1,100,74,99,74,33,68,33,46,49,46,7,18,6,5,1,1,3,31,2,64,83,95,2,15,2,4
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,9,6,3,0.667,35.586666666666666,5.4,13.5,0.4,0.0,1.3,0.0,2.7,4.0,0.667,1.3,9.4,10.8,8.1,2.7,2.7,4.0,1.3,5.4,6.7,13.5,39.1,56.1,5,0,45.9,3,5,19,27,7,50,58,45,33,66,33,42,42,29,43,33,42,17,32,20,13,28,51,29,53,17,26,4,2,36
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,3,2,1,0.667,5.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.6,0.0,8.6,0.0,0.0,25.9,49.1,0,0,34.5,49,31,64,27,82,74,99,74,33,68,33,46,49,46,48,36,49,14,44,36,5,31,30,64,83,27,34,36,2,52
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,7,5,2,0.714,24.526666666666667,5.9,9.8,0.6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.9,5.9,3.9,0.0,0.0,0.0,0.0,2.0,2.0,13.7,62.6,26.6,0,0,25.4,20,10,44,25,27,43,74,19,24,60,1,46,49,46,48,55,69,30,44,36,32,31,73,58,52,5,73,36,2,72
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,1,0,1,0.0,3.7883333333333336,25.3,38.0,0.667,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,38.0,0.0,50.7,-12.7,69.7,0,0,63.4,98,99,64,99,95,3,7,15,33,15,33,46,49,46,48,83,88,6,44,36,32,31,5,64,5,69,15,36,2,16
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,9,6,3,0.667,35.586666666666666,2.7,14.8,0.182,1.3,8.1,0.167,4.0,4.0,1.0,1.3,6.7,8.1,0.0,0.0,0.0,0.0,2.7,5.4,2.7,10.8,39.1,20.5,0,0,20.2,3,5,19,27,7,66,50,73,30,30,31,35,42,1,43,44,55,45,44,36,32,16,51,54,62,17,85,36,2,84
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,1,1,0,1.0,0.3833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.2,0.0,0,0,0.0,98,60,114,1,125,74,99,74,33,68,33,46,49,46,48,83,88,45,44,36,32,31,81,64,83,123,106,36,2,107
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,2,0,2,0.0,0.9383333333333334,0.0,51.2,0.0,0.0,51.2,0.0,0.0,0.0,0.0,51.2,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-204.6,61.4,0,0,51.2,78,99,44,99,120,74,4,74,33,3,33,46,49,46,1,83,2,45,44,36,32,31,81,64,83,128,22,36,2,25
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,3,2,1,0.667,7.983333333333333,12.0,24.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,18.0,6.0,6.0,6.0,0.0,0.0,6.0,0.0,24.1,54.1,66.7,0,0,60.1,49,31,64,27,63,19,27,24,33,68,33,46,49,46,16,25,20,23,17,8,32,31,40,64,31,9,18,36,2,18
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,7,5,2,0.714,28.286666666666665,23.8,44.1,0.538,15.3,27.2,0.563,10.2,10.2,1.0,1.7,6.8,8.5,6.8,1.7,1.7,0.0,1.7,8.5,6.8,73.0,39.0,96.7,3,0,106.9,20,10,44,25,16,5,5,22,1,5,12,13,26,1,41,43,52,22,42,31,32,23,33,28,1,19,4,7,2,2
