player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1628988,Aaron Holiday,Aaron,1610612756,PHX,25.0,63,34,29,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,155,417,266,235,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
1627846,Abdel Nader,Abdel,1610612756,PHX,28.0,14,11,3,0.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,468,415,72,39,235,1,1,29,1,16,8,2,199,43,24,82,4,1,126,PHX
202687,Bismack Biyombo,Bismack,1610612756,PHX,29.0,36,30,6,0.833,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,373,196,119,29,31,1,1,29,1,16,8,2,40,43,147,11,4,1,126,PHX
1629661,Cameron Johnson,Cameron,1610612756,PHX,26.0,66,50,16,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,16,216,48,235,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
1626166,Cameron Payne,Cameron,1610612756,PHX,27.0,58,46,12,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,221,32,181,36,235,1,1,29,1,16,8,2,102,43,24,82,4,1,126,PHX
1628990,Chandler Hutchison,Chandler,1610612756,PHX,26.0,6,4,2,0.667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521,487,48,83,8,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
101108,Chris Paul,Chris,1610612756,PHX,37.0,65,53,12,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,160,5,181,32,235,1,1,29,1,16,8,2,199,43,147,82,4,1,126,PHX
1629028,Deandre Ayton,Deandre,1610612756,PHX,23.0,58,46,12,0.793,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.1,0.0,0.0,0.0,221,32,181,36,31,1,1,4,1,16,8,2,14,1,147,11,4,1,126,PHX
1626164,Devin Booker,Devin,1610612756,PHX,25.0,68,56,12,0.824,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,121,3,181,31,31,1,1,29,1,16,8,2,102,43,24,82,4,1,126,PHX
203901,Elfrid Payton,Elfrid,1610612756,PHX,28.0,50,39,11,0.78,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,103,170,41,31,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
1629150,Emanuel Terry,Emanuel,1610612756,PHX,25.0,3,2,1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,547,512,23,83,235,1,1,29,1,16,8,2,40,43,147,82,1,1,126,PHX
1626163,Frank Kaminsky,Frank,1610612756,PHX,29.0,9,8,1,0.889,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,501,446,23,25,31,1,1,29,1,16,8,2,199,43,147,82,4,1,14,PHX
1630994,Gabriel Lundberg,Gabriel,1610612756,PHX,27.0,4,1,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,544,72,532,235,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
1630688,Ish Wainright,Ish,1610612756,PHX,27.0,45,36,9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,329,131,151,34,235,1,1,29,1,16,8,2,199,43,147,82,4,1,126,PHX
201580,JaVale McGee,JaVale,1610612756,PHX,34.0,74,57,17,0.77,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.0,0.1,57,2,226,43,235,1,1,4,1,16,8,2,14,6,147,6,4,1,14,PHX
203109,Jae Crowder,Jae,1610612756,PHX,31.0,67,54,13,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,132,4,193,33,235,1,1,29,1,16,8,2,199,43,147,82,4,1,14,PHX
1628382,Justin Jackson,Justin,1610612756,PHX,27.0,7,6,1,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,472,23,28,235,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
1629013,Landry Shamet,Landry,1610612756,PHX,25.0,69,53,16,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,110,5,216,47,235,1,1,29,1,16,8,2,199,43,147,82,4,1,126,PHX
1630640,MJ Walker,MJ,1610612756,PHX,24.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566,544,23,306,235,1,1,29,1,16,8,2,380,43,147,82,4,1,126,PHX
1628969,Mikal Bridges,Mikal,1610612756,PHX,25.0,82,64,18,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,239,40,235,1,1,29,1,16,8,2,199,43,147,82,4,1,126,PHX
1628238,Paris Bass,Paris,1610612756,PHX,26.0,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,566,512,1,1,235,1,1,29,1,16,8,2,380,43,147,82,4,1,1,PHX
1628470,Torrey Craig,Torrey,1610612756,PHX,31.0,78,36,42,0.462,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20,131,554,357,31,1,1,29,1,16,8,2,199,43,147,82,4,1,126,PHX
