group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,201143,Al Horford,,1610612737,ATL,30.0,41,22,19,0.537,46.6,0.6,2.7,1.2,7.8,10.2,18.4,10.8,33.7,1.5,0.3,6.6,1.8,43.6,22,25,379,165,222,232,147,139,129,160,357,331,245,98,233,289,289,134
,203471,Dennis Schröder,,1610612737,ATL,22.0,14,4,10,0.286,47.1,8.5,2.8,0.9,9.4,16.0,18.9,8.5,43.4,0.0,1.9,3.8,6.6,49.1,242,270,238,370,198,16,140,157,102,290,360,254,100,200,368,131,109,96
,201952,Jeff Teague,,1610612737,ATL,28.0,36,22,14,0.611,45.5,5.5,1.2,4.0,14.2,9.1,15.8,10.7,28.5,0.0,3.6,3.2,12.3,53.1,59,25,298,99,270,49,216,44,41,133,305,327,331,200,415,108,23,71
,203145,Kent Bazemore,,1610612737,ATL,26.0,36,19,17,0.528,46.9,3.2,4.8,2.4,8.0,7.6,17.7,11.2,33.7,2.0,1.6,5.2,7.6,43.1,59,64,341,171,210,116,63,88,125,102,345,340,245,74,354,201,79,141
,2550,Kirk Hinrich,,1610612737,ATL,35.0,12,8,4,0.667,47.6,0.0,0.0,0.0,0.0,11.3,16.1,8.1,35.5,0.0,0.0,9.7,3.2,13.5,257,195,127,61,170,234,237,175,303,180,312,236,210,200,1,371,240,378
,2743,Kris Humphries,,1610612737,ATL,31.0,8,4,4,0.5,43.0,0.0,0.0,0.0,0.0,27.3,9.1,31.8,54.5,0.0,0.0,0.0,0.0,50.0,296,270,127,188,335,234,237,175,303,403,104,427,37,200,1,1,326,87
,2594,Kyle Korver,,1610612737,ATL,35.0,40,21,19,0.525,45.2,1.0,1.0,2.0,0.7,7.7,14.8,7.7,28.9,1.0,0.0,5.0,2.0,21.1,28,33,379,176,283,218,222,103,301,103,274,222,321,132,1,195,281,330
,203934,Lamar Patterson,,1610612737,ATL,24.0,2,2,0,1.0,14.2,20.0,0.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,20.0,60.0,374,326,1,1,422,1,237,175,4,1,421,1,130,200,1,1,3,39
,203488,Mike Muscala,,1610612737,ATL,24.0,6,4,2,0.667,36.2,0.0,0.0,0.0,0.0,22.2,0.0,0.0,66.7,0.0,0.0,11.1,11.1,11.1,312,270,75,61,394,234,237,175,303,381,1,1,13,200,1,392,29,385
,203118,Mike Scott,,1610612737,ATL,27.0,12,4,8,0.333,36.9,0.0,0.0,0.0,0.0,22.2,11.1,0.0,37.0,0.0,3.7,3.7,0.0,15.6,257,270,204,330,391,234,237,175,303,381,160,1,183,200,418,126,326,361
,200794,Paul Millsap,,1610612737,ATL,31.0,41,23,18,0.561,47.1,3.3,5.2,0.6,13.3,10.3,17.0,10.9,34.5,2.4,2.1,6.7,6.7,65.5,22,19,361,138,199,112,57,168,52,162,333,335,223,59,375,290,102,29
,200757,Thabo Sefolosha,,1610612737,ATL,32.0,34,17,17,0.5,46.4,3.6,0.0,3.6,1.2,17.4,18.0,12.6,46.7,1.2,1.2,6.0,3.0,30.1,76,88,341,188,236,98,237,50,297,325,351,358,68,118,327,256,251,256
,201168,Tiago Splitter,,1610612737,ATL,31.0,4,2,2,0.5,40.8,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,53.3,339,326,75,188,366,234,3,175,7,1,1,1,399,200,1,412,326,68
,203501,Tim Hardaway Jr.,,1610612737,ATL,24.0,8,3,5,0.375,40.9,0.0,0.0,0.0,0.0,54.5,0.0,0.0,36.4,0.0,9.1,0.0,9.1,10.9,296,293,153,308,364,234,237,175,303,429,1,1,188,200,432,1,51,386
