close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
101162,Marcin Gortat,1610612764,WAS,C,33.0,13,13,0.59,51,105,0.486,0.568,-0.082
202693,Markieff Morris,1610612764,WAS,F,27.0,13,13,0.44,48,77,0.623,0.574,0.049
203078,Bradley Beal,1610612764,WAS,G,24.0,13,12,0.306,33,52,0.635,0.564,0.071
203490,Otto Porter Jr.,1610612764,WAS,F,24.0,13,13,0.382,32,47,0.681,0.546,0.135
202322,John Wall,1610612764,WAS,G,26.0,13,12,0.336,21,43,0.488,0.543,-0.055
202711,Bojan Bogdanović,1610612764,WAS,G,28.0,13,13,0.453,23,43,0.535,0.55,-0.016
201160,Jason Smith,1610612764,WAS,F-C,31.0,13,13,0.592,25,42,0.595,0.558,0.037
201943,Brandon Jennings,1610612764,WAS,G,27.0,12,7,0.459,13,17,0.765,0.538,0.227
1626162,Kelly Oubre Jr.,1610612764,WAS,F,21.0,11,10,0.314,8,16,0.5,0.549,-0.049
101133,Ian Mahinmi,1610612764,WAS,C,30.0,5,5,0.5,6,15,0.4,0.564,-0.164
203504,Trey Burke,1610612764,WAS,G,24.0,3,2,0.556,2,5,0.4,0.541,-0.141
1627815,Sheldon Mac,1610612764,WAS,G-F,24.0,4,2,0.5,2,3,0.667,0.577,0.089
203107,Tomas Satoransky,1610612764,WAS,G-F,25.0,5,2,0.2,1,2,0.5,0.531,-0.031
