player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
1626148,Anthony Brown,Anthony,1610612747,LAL,23.0,4,1,3,0.25,48.0,0.0,0.0,0.0,0.0,20.0,30.0,6.7,53.3,0.0,0.0,10.0,0.0,4.0,339,362,109,380,147,234,237,175,303,364,413,186,42,200,1,376,326,398
101138,Brandon Bass,Brandon,1610612747,LAL,31.0,20,7,13,0.35,47.0,1.5,4.6,0.0,10.8,16.9,20.0,10.8,49.2,2.3,0.8,10.8,4.6,45.5,196,215,281,325,207,194,69,175,84,315,371,330,56,64,283,388,178,116
1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,20.0,20,5,15,0.25,52.2,5.6,0.0,2.8,7.4,14.8,20.4,14.8,46.3,0.0,0.0,4.6,3.7,40.6,196,252,313,380,45,46,237,80,136,255,377,393,71,200,1,181,210,157
203903,Jordan Clarkson,Jordan,1610612747,LAL,24.0,29,11,18,0.379,45.5,2.2,2.2,1.1,11.0,17.6,16.5,13.7,42.9,0.0,0.5,4.4,5.5,33.7,117,157,361,306,272,164,166,147,82,329,317,380,102,200,258,165,143,223
203944,Julius Randle,Julius,1610612747,LAL,21.0,29,11,18,0.379,49.4,3.1,5.8,2.6,11.5,15.7,17.3,12.0,40.8,0.0,1.6,8.4,6.3,48.6,117,157,361,306,102,117,50,85,71,282,339,351,118,200,353,343,113,100
977,Kobe Bryant,Kobe,1610612747,LAL,37.0,24,8,16,0.333,45.7,7.3,3.2,0.0,3.2,8.1,18.5,12.1,38.7,0.0,0.0,5.6,13.7,63.8,163,195,324,330,261,21,116,175,253,110,359,354,156,200,1,233,14,32
1626204,Larry Nance Jr.,Larry,1610612747,LAL,23.0,12,3,9,0.25,49.6,0.0,2.9,0.0,5.9,26.5,7.4,8.8,35.3,2.9,0.0,4.4,1.5,24.0,257,293,223,380,92,234,130,175,181,400,83,264,214,45,1,166,304,312
101150,Lou Williams,Lou,1610612747,LAL,29.0,25,8,17,0.32,47.6,4.8,4.2,3.0,2.4,16.8,13.2,5.4,34.7,1.2,0.6,4.8,4.8,42.2,151,195,341,360,165,63,82,73,272,312,226,152,221,118,263,188,169,149
1626273,Marcelo Huertas,Marcelo,1610612747,LAL,33.0,6,2,4,0.333,47.6,0.0,0.0,0.0,0.0,13.3,26.7,0.0,26.7,0.0,0.0,0.0,0.0,45.0,312,326,127,330,167,234,237,175,303,219,406,1,345,200,1,1,326,119
1897,Metta World Peace,Metta,1610612747,LAL,36.0,3,0,3,0.0,54.1,20.0,0.0,0.0,0.0,13.3,13.3,0.0,26.7,0.0,0.0,6.7,0.0,40.0,357,408,109,408,32,1,237,175,303,219,231,1,345,200,1,290,326,159
201156,Nick Young,Nick,1610612747,LAL,31.0,15,4,11,0.267,42.2,0.0,0.0,0.0,0.0,20.3,8.5,10.2,33.9,0.0,1.7,1.7,0.0,13.6,233,270,251,377,347,234,237,175,303,370,98,307,240,200,357,67,326,377
203135,Robert Sacre,Robert,1610612747,LAL,27.0,1,0,1,0.0,47.0,0.0,40.0,0.0,40.0,40.0,40.0,0.0,40.0,0.0,0.0,40.0,0.0,40.0,404,408,31,408,205,234,2,175,4,427,421,1,130,200,1,432,326,159
201579,Roy Hibbert,Roy,1610612747,LAL,29.0,12,4,8,0.333,49.3,0.0,1.4,0.0,0.0,8.3,15.3,12.5,27.8,4.2,0.0,5.6,6.9,38.9,257,270,204,330,107,234,202,175,303,112,287,356,337,28,1,222,98,173
203527,Ryan Kelly,Ryan,1610612747,LAL,25.0,4,1,3,0.25,43.3,0.0,0.0,0.0,0.0,11.1,11.1,0.0,0.0,5.6,0.0,0.0,11.1,31.1,339,362,109,380,331,234,237,175,303,175,160,1,399,14,1,1,29,242
204028,Tarik Black,Tarik,1610612747,LAL,24.0,2,0,2,0.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,408,75,408,357,234,237,175,303,1,1,1,399,200,1,1,326,400
