close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201572,Brook Lopez,1610612749,MIL,C,32.0,67,67,0.428,3.3,8.37,0.394,0.362,0.032
203507,Giannis Antetokounmpo,1610612749,MIL,F,25.0,62,62,0.498,2.02,5.74,0.351,0.36,-0.009
202339,Eric Bledsoe,1610612749,MIL,G,30.0,60,60,0.503,1.92,5.52,0.347,0.373,-0.025
203114,Khris Middleton,1610612749,MIL,F,28.0,61,60,0.545,1.79,4.92,0.363,0.363,0.001
201588,George Hill,1610612749,MIL,G,34.0,58,58,0.573,1.76,4.86,0.362,0.369,-0.007
1626192,Pat Connaughton,1610612749,MIL,G,27.0,65,62,0.502,1.58,4.66,0.34,0.368,-0.028
202083,Wesley Matthews,1610612749,MIL,G,33.0,65,64,0.549,1.63,4.62,0.353,0.37,-0.016
201577,Robin Lopez,1610612749,MIL,C,32.0,65,59,0.379,1.75,4.03,0.435,0.353,0.082
1628978,Donte DiVincenzo,1610612749,MIL,G,23.0,65,62,0.44,1.35,3.49,0.388,0.365,0.023
101107,Marvin Williams,1610612749,MIL,F,34.0,57,55,0.443,1.12,3.33,0.337,0.355,-0.018
101141,Ersan Ilyasova,1610612749,MIL,F,33.0,62,57,0.486,1.0,3.15,0.318,0.355,-0.037
1628412,Frank Mason III,1610612749,MIL,G,26.0,7,5,0.412,0.86,3.0,0.286,0.355,-0.07
2594,Kyle Korver,1610612749,MIL,G-F,39.0,56,53,0.472,0.91,2.73,0.333,0.353,-0.02
1628425,Sterling Brown,1610612749,MIL,G-F,25.0,50,41,0.462,1.0,2.7,0.37,0.354,0.016
1628391,D.J. Wilson,1610612749,MIL,F,24.0,35,27,0.445,0.63,2.31,0.272,0.332,-0.06
203648,Thanasis Antetokounmpo,1610612749,MIL,F,27.0,15,9,0.489,0.67,1.53,0.435,0.362,0.073
