close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
1627826,Ivica Zubac,1610612746,LAC,C,26.0,76,75,0.376,3.61,6.66,0.542,0.652,-0.11
203486,Mason Plumlee,1610612746,LAC,F-C,33.0,79,76,0.433,3.8,6.09,0.624,0.647,-0.023
202331,Paul George,1610612746,LAC,F,33.0,56,54,0.384,3.39,5.3,0.64,0.639,0.001
202695,Kawhi Leonard,1610612746,LAC,F,32.0,52,51,0.36,2.48,4.38,0.566,0.641,-0.075
201587,Nicolas Batum,1610612746,LAC,G-F,34.0,78,74,0.46,2.35,3.97,0.59,0.636,-0.046
202694,Marcus Morris Sr.,1610612746,LAC,F,33.0,65,64,0.377,2.49,3.86,0.645,0.634,0.011
201566,Russell Westbrook,1610612746,LAC,G,34.0,73,68,0.36,2.21,3.53,0.624,0.631,-0.007
1629611,Terance Mann,1610612746,LAC,G-F,26.0,81,79,0.388,2.27,3.38,0.672,0.633,0.039
203496,Robert Covington,1610612746,LAC,F,32.0,47,44,0.437,2.06,3.32,0.622,0.629,-0.007
202322,John Wall,1610612746,LAC,G,32.0,34,32,0.387,1.97,3.03,0.65,0.62,0.031
1630538,Bones Hyland,1610612746,LAC,G,22.0,56,50,0.372,1.95,2.96,0.657,0.614,0.043
1626181,Norman Powell,1610612746,LAC,G,30.0,60,55,0.333,1.73,2.6,0.667,0.622,0.045
201569,Eric Gordon,1610612746,LAC,G,34.0,68,61,0.323,1.71,2.4,0.712,0.628,0.084
1631217,Moussa Diabaté,1610612746,LAC,F,21.0,21,19,0.48,1.38,2.24,0.617,0.637,-0.02
1630527,Brandon Boston,1610612746,LAC,G,21.0,19,16,0.435,1.26,2.11,0.6,0.61,-0.01
1629599,Amir Coffey,1610612746,LAC,G-F,26.0,39,31,0.363,1.21,1.79,0.671,0.624,0.047
1629875,Xavier Moon,1610612746,LAC,G,28.0,4,3,0.5,1.0,1.25,0.8,0.614,0.186
1630554,Jason Preston,1610612746,LAC,G,23.0,11,7,0.364,0.73,1.09,0.667,0.643,0.023
