season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22015,2199,Tyson Chandler,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.855,66,0.215,1.26,0.647,0.192,0.029,0.183,0.048,0.644,0.647,1.6,2.0,0.8,1.3,0.5,2015-16,2015,2016
22015,200782,P.J. Tucker,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.66,82,0.133,1.129,0.575,0.109,0.069,0.099,0.05,0.554,0.575,1.2,1.4,0.6,1.1,0.5,2015-16,2015,2016
22015,203458,Alex Len,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.303,78,0.127,0.946,0.456,0.198,0.054,0.18,0.063,0.495,0.456,1.4,1.3,0.5,1.2,0.6,2015-16,2015,2016
22015,202720,Jon Leuer,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.791,67,0.084,1.204,0.622,0.184,0.102,0.143,0.041,0.612,0.622,0.7,0.9,0.3,0.6,0.2,2015-16,2015,2016
22015,203141,Mirza Teletovic,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.943,79,0.04,1.351,0.657,0.081,0.027,0.054,0.054,0.649,0.657,0.5,0.6,0.3,0.4,0.2,2015-16,2015,2016
22015,203933,T.J. Warren,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.382,47,0.089,1.0,0.476,0.067,0.0,0.044,0.0,0.511,0.476,1.0,1.0,0.4,0.9,0.5,2015-16,2015,2016
22015,203462,Archie Goodwin,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.619,57,0.033,1.1,0.556,0.1,0.05,0.1,0.05,0.55,0.556,0.4,0.4,0.2,0.3,0.1,2015-16,2015,2016
22015,202693,Markieff Morris,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.088,38,0.048,0.741,0.417,0.037,0.111,0.037,0.037,0.37,0.417,0.7,0.5,0.3,0.6,0.4,2015-16,2015,2016
22015,1626164,Devin Booker,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.98,76,0.011,1.417,0.667,0.0,0.0,0.0,0.0,0.667,0.708,0.2,0.2,0.1,0.2,0.1,2015-16,2015,2016
22015,202688,Brandon Knight,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.166,52,0.01,0.833,0.4,0.083,0.083,0.083,0.0,0.417,0.45,0.2,0.2,0.1,0.2,0.1,2015-16,2015,2016
