team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612747,Los Angeles Lakers,LAL,5,5,0.478,25.8,40.4,0.639,0.639,0.478,25.8,40.4,0.639,0.0,0.0,0.0,
1610612739,Cleveland Cavaliers,CLE,12,12,0.463,22.42,38.58,0.581,0.581,0.463,22.42,38.58,0.581,0.0,0.0,0.0,
1610612743,Denver Nuggets,DEN,12,12,0.44,21.83,37.5,0.582,0.582,0.44,21.83,37.5,0.582,0.0,0.0,0.0,
1610612752,New York Knicks,NYK,13,13,0.422,19.46,37.08,0.525,0.525,0.422,19.46,37.08,0.525,0.0,0.0,0.0,
1610612754,Indiana Pacers,IND,17,17,0.416,23.41,36.71,0.638,0.638,0.416,23.41,36.71,0.638,0.0,0.0,0.0,
1610612750,Minnesota Timberwolves,MIN,16,16,0.44,21.0,36.5,0.575,0.575,0.44,21.0,36.5,0.575,0.0,0.0,0.0,
1610612746,LA Clippers,LAC,6,6,0.442,18.0,36.33,0.495,0.495,0.442,18.0,36.33,0.495,0.0,0.0,0.0,
1610612742,Dallas Mavericks,DAL,22,22,0.414,20.0,34.41,0.581,0.581,0.414,20.0,34.41,0.581,0.0,0.0,0.0,
1610612749,Milwaukee Bucks,MIL,6,6,0.388,20.0,33.5,0.597,0.597,0.388,20.0,33.5,0.597,0.0,0.0,0.0,
1610612740,New Orleans Pelicans,NOP,4,4,0.396,17.0,33.5,0.507,0.507,0.396,17.0,33.5,0.507,0.0,0.0,0.0,
1610612753,Orlando Magic,ORL,7,7,0.391,16.86,32.86,0.513,0.513,0.391,16.86,32.86,0.513,0.0,0.0,0.0,
1610612756,Phoenix Suns,PHX,4,4,0.426,17.75,32.25,0.55,0.55,0.426,17.75,32.25,0.55,0.0,0.0,0.0,
1610612755,Philadelphia 76ers,PHI,6,6,0.384,16.5,32.0,0.516,0.516,0.384,16.5,32.0,0.516,0.0,0.0,0.0,
1610612738,Boston Celtics,BOS,19,19,0.375,20.0,31.42,0.637,0.637,0.375,20.0,31.42,0.637,0.0,0.0,0.0,
1610612760,Oklahoma City Thunder,OKC,10,10,0.36,17.6,30.9,0.57,0.57,0.36,17.6,30.9,0.57,0.0,0.0,0.0,
1610612748,Miami Heat,MIA,5,5,0.352,17.2,28.6,0.601,0.601,0.352,17.2,28.6,0.601,0.0,0.0,0.0,
