season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2024-25,1641710,Anthony Black,Anthony,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,36.6,7.0,16.0,0.438,3.0,5.0,0.6,3.0,4.0,0.75,2.0,8.0,10.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,20.0,-8.0,46.0,1,0,43.0,1,13222,1,13222,2289,3730,2836,13558,2458,6354,2992,4159,3754,8186,3306,1271,1549,9909,8788,473,2537,601,20257,4218,3676,19855,1814,1,150,2014,1,36:35,2024,2025
2024-25,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,17.4,1.0,7.0,0.143,0.0,2.0,0.0,2.0,3.0,0.667,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,-14.0,13.6,0,0,11.0,1,13222,1,13222,18004,19033,12910,22260,15070,14411,15070,6020,6038,9425,14058,9417,12778,9909,16469,5025,8263,8846,20257,4218,18599,23203,17296,2246,150,18464,1,17:24,2024,2025
2024-25,203484,Kentavious Caldwell-Pope,Kentavious,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,5.2,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.5,0,0,5.0,1,13222,1,13222,23905,19033,18231,20233,15070,11494,15070,13505,14344,13505,14058,22137,23286,14293,16469,5025,8263,8846,20257,17725,21232,12240,21818,2246,150,22358,1,5:13,2024,2025
2024-25,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,19.0,5.0,9.0,0.556,0.0,2.0,0.0,2.0,2.0,1.0,4.0,6.0,10.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,12.0,21.0,38.0,1,0,32.0,1,13222,1,13222,16868,7242,9700,7248,15070,14411,15070,6020,7446,1,785,2943,1549,9909,8788,5025,252,8846,20257,6956,9299,1041,3812,1,150,5433,1,18:57,2024,2025
2024-25,1629048,Goga Bitadze,Goga,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,25.9,4.0,9.0,0.444,0.0,1.0,0.0,2.0,4.0,0.5,4.0,2.0,6.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,10.0,-9.0,27.2,0,0,24.0,1,13222,1,13222,11230,9611,9700,13045,15070,17631,15070,6020,3754,10625,785,13151,5362,4780,4442,5025,2537,8846,7392,2493,11377,20535,8688,2246,150,9719,1,25:55,2024,2025
2024-25,1641783,Tristan da Silva,Tristan,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,36.9,5.0,13.0,0.385,4.0,6.0,0.667,0.0,0.0,0.0,2.0,5.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,-27.0,30.4,0,0,31.0,1,13222,1,13222,2081,7242,5079,16070,1130,4502,1957,13505,14344,13505,3306,4392,3946,2199,8788,12854,8263,8846,13332,11254,7553,25999,6986,2246,150,5932,1,36:52,2024,2025
2024-25,203914,Gary Harris,Gary,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,17.7,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,-4.0,16.7,0,0,20.0,1,13222,1,13222,17805,9611,18231,1,1130,8688,1,13505,14344,13505,14058,17569,19889,14293,8788,5025,8263,8846,20257,17725,9299,16449,15274,2246,150,12254,1,17:40,2024,2025
2024-25,1641724,Jett Howard,Jett,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,33.2,7.0,13.0,0.538,2.0,7.0,0.286,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,16.0,-10.0,12.7,0,0,20.0,1,13222,1,13222,5027,3730,5079,7978,4949,3100,11433,13505,14344,13505,14058,17569,19889,14293,150,12854,8263,8846,3404,11254,6070,21147,17905,2246,150,12254,1,33:09,2024,2025
2024-25,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,13.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.5,0,0,7.0,1,13222,1,13222,20734,19033,19992,17395,15070,17631,15070,13505,14344,13505,14058,22137,23286,6913,16469,5025,8263,8846,20257,17725,21232,4119,20035,2246,150,21087,1,13:01,2024,2025
2024-25,1631216,Caleb Houstan,Caleb,1610612753,ORL,Orlando Magic,22401186,2025-04-13T00:00:00,ORL @ ATL,L,35.2,5.0,10.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,0.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,13.0,-20.0,27.5,0,0,27.0,1,13222,1,13222,3286,7242,8304,8526,4949,8688,3944,10215,7446,10625,14058,4392,7268,6913,4442,1671,8263,8846,7392,11254,8426,25087,8499,2246,150,7999,1,35:14,2024,2025
