close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
202331,Paul George,1610612754,IND,F,26.0,7,7,0.587,20,61,0.328,0.367,-0.039
201588,George Hill,1610612754,IND,G,30.0,7,7,0.645,12,49,0.245,0.367,-0.122
101145,Monta Ellis,1610612754,IND,G,30.0,7,7,0.508,11,31,0.355,0.363,-0.008
203524,Solomon Hill,1610612754,IND,F,25.0,7,7,0.45,9,27,0.333,0.365,-0.032
1626167,Myles Turner,1610612754,IND,F-C,20.0,7,7,0.29,10,27,0.37,0.366,0.004
201155,Rodney Stuckey,1610612754,IND,G,30.0,7,7,0.561,7,23,0.304,0.372,-0.068
101133,Ian Mahinmi,1610612754,IND,C,29.0,7,6,0.309,9,21,0.429,0.371,0.057
101139,CJ Miles,1610612754,IND,F-G,29.0,7,6,0.593,3,16,0.188,0.376,-0.188
201951,Ty Lawson,1610612754,IND,G,28.0,7,7,0.591,4,13,0.308,0.374,-0.066
202730,Lavoy Allen,1610612754,IND,F-C,27.0,4,4,0.5,1,6,0.167,0.379,-0.213
203922,Glenn Robinson III,1610612754,IND,G-F,22.0,2,2,1.0,2,3,0.667,0.384,0.283
201941,Jordan Hill,1610612754,IND,C,28.0,5,1,0.125,1,1,1.0,0.378,0.622
1626202,Joe Young,1610612754,IND,G,24.0,2,1,0.5,0,1,0.0,0.378,-0.378
