team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,19,16,3,0.842,51.8,15.8,11.8,12.4,45.6,14.4,10.2,10.6,51.1,2,1,1,1,2,6,11,12,10,5,4,3,13,BOSTON CELTICS
1610612739,Cleveland Cavaliers,12,5,7,0.417,51.2,15.7,9.3,13.5,51.1,13.6,14.1,13.5,42.5,6,8,13,9,6,8,15,7,4,4,10,9,1,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,22,13,9,0.591,51.3,16.1,14.2,12.5,49.1,15.8,11.6,12.5,44.4,1,2,15,3,1,3,4,11,7,10,6,7,3,DALLAS MAVERICKS
1610612743,Denver Nuggets,12,7,5,0.583,51.4,13.6,11.9,13.0,52.0,15.7,11.5,15.4,53.6,6,5,11,4,6,14,10,8,3,9,5,12,15,DENVER NUGGETS
1610612754,Indiana Pacers,17,8,9,0.471,51.2,14.9,14.0,13.6,54.1,14.4,15.5,11.7,49.6,3,4,15,7,3,10,5,6,2,6,13,5,10,INDIANA PACERS
1610612746,LA Clippers,6,2,4,0.333,52.4,15.1,13.1,13.8,45.8,19.6,15.1,16.9,47.3,10,10,2,10,12,9,9,4,9,14,12,14,8,LA CLIPPERS
1610612747,Los Angeles Lakers,5,1,4,0.2,49.5,13.8,10.3,15.9,59.0,11.1,13.8,15.5,56.9,13,13,2,13,13,13,14,1,1,1,9,13,16,LOS ANGELES LAKERS
1610612748,Miami Heat,5,1,4,0.2,52.4,14.4,5.7,8.1,45.4,17.7,12.9,9.6,44.5,13,13,2,13,13,12,16,15,11,13,7,1,4,MIAMI HEAT
1610612749,Milwaukee Bucks,6,2,4,0.333,51.8,11.5,13.8,6.7,46.3,13.3,14.5,12.5,48.8,10,10,2,10,10,15,7,16,8,3,11,8,9,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,16,9,7,0.563,51.3,16.0,13.9,12.2,49.3,16.8,10.2,11.7,47.0,4,3,13,5,4,4,6,13,5,12,3,6,7,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,4,0,4,0.0,50.1,9.7,16.4,10.2,40.7,20.6,8.9,18.5,46.0,15,15,2,15,15,16,2,14,14,15,1,16,5,NEW ORLEANS PELICANS
1610612752,New York Knicks,13,7,6,0.538,52.0,14.5,19.1,15.5,49.3,16.2,13.6,13.9,50.2,5,5,12,6,5,11,1,2,6,11,8,10,11,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,10,6,4,0.6,50.4,20.3,10.7,15.0,44.9,12.1,16.8,10.7,43.2,8,7,2,2,8,1,12,3,12,2,14,4,2,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,7,3,4,0.429,50.2,15.8,15.4,13.8,39.5,15.5,9.9,14.6,50.5,9,9,2,8,9,5,3,5,15,8,2,11,12,ORLANDO MAGIC
1610612755,Philadelphia 76ers,6,2,4,0.333,52.8,15.7,13.2,12.6,39.3,14.6,20.7,16.9,46.5,10,10,2,10,10,7,8,10,16,7,16,15,6,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,4,0,4,0.0,50.8,17.7,10.6,12.7,41.8,20.9,18.3,10.1,53.4,15,15,2,15,15,2,13,9,13,16,15,2,14,PHOENIX SUNS
