close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202696,Nikola Vučević,1610612741,CHI,C,33.0,75,75,1.0,607,1228,0.494,0.5,-0.006
1629632,Coby White,1610612741,CHI,G,24.0,78,78,1.0,605,1196,0.506,0.468,0.038
201942,DeMar DeRozan,1610612741,CHI,G-F,34.0,78,78,1.0,450,950,0.474,0.473,0.001
1627936,Alex Caruso,1610612741,CHI,G,30.0,70,70,1.0,420,929,0.452,0.472,-0.02
1630245,Ayo Dosunmu,1610612741,CHI,G,24.0,75,75,1.0,372,782,0.476,0.47,0.006
203083,Andre Drummond,1610612741,CHI,C,30.0,78,78,1.0,328,663,0.495,0.502,-0.007
1628470,Torrey Craig,1610612741,CHI,F,33.0,53,53,1.0,213,432,0.493,0.476,0.017
1630172,Patrick Williams,1610612741,CHI,F,22.0,42,42,1.0,208,428,0.486,0.486,0.0
1628975,Jevon Carter,1610612741,CHI,G,28.0,70,70,1.0,171,362,0.472,0.458,0.014
203897,Zach LaVine,1610612741,CHI,G,29.0,25,25,1.0,136,293,0.464,0.463,0.001
1631207,Dalen Terry,1610612741,CHI,F,21.0,52,52,1.0,92,225,0.409,0.461,-0.052
1641763,Julian Phillips,1610612741,CHI,F,20.0,30,30,1.0,61,121,0.504,0.47,0.034
1641931,Onuralp Bitim,1610612741,CHI,F,25.0,20,20,1.0,50,111,0.45,0.44,0.01
1630678,Terry Taylor,1610612741,CHI,F,24.0,21,21,1.0,35,88,0.398,0.464,-0.066
1629750,Javonte Green,1610612741,CHI,G,30.0,9,9,1.0,34,68,0.5,0.487,0.013
1641766,Adama Sanogo,1610612741,CHI,F,22.0,5,5,1.0,7,20,0.35,0.453,-0.103
1630929,Henri Drell,1610612741,CHI,F,24.0,1,1,1.0,1,6,0.167,0.444,-0.278
1641847,Andrew Funk,1610612741,CHI,G,24.0,2,2,1.0,3,4,0.75,0.478,0.272
