group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,101139,CJ Miles,,1610612754,IND,29.0,26,11,15,0.423,46.28333333333333,8,4,3,4,14,11,12,48,1,1,4,4,31.2,144,157,313,277,201,61,118,94,183,230,207,267,265,126,232,194,169,201
,201588,George Hill,,1610612754,IND,30.0,47,27,20,0.574,178.13,13,3,7,12,57,55,32,152,1,3,12,13,78.2,5,8,395,125,13,26,143,40,98,424,421,414,428,126,367,338,71,106
,203922,Glenn Robinson III,,1610612754,IND,22.0,6,5,1,0.833,6.56,0,1,0,2,2,0,2,2,0,1,1,1,8.4,312,252,31,38,356,234,222,175,234,75,1,110,37,200,232,63,268,309
,101133,Ian Mahinmi,,1610612754,IND,29.0,40,23,17,0.575,119.49,9,5,1,18,35,40,28,90,8,1,23,20,117.9,28,19,341,124,73,43,104,159,69,373,391,398,364,9,232,423,43,54
,1626202,Joe Young,,1610612754,IND,24.0,2,1,1,0.5,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0.0,374,362,31,188,416,234,237,175,303,1,1,1,1,200,1,1,326,400
,201941,Jordan Hill,,1610612754,IND,28.0,28,12,16,0.429,68.28166666666667,4,8,0,12,28,21,12,58,2,0,7,2,50.2,128,144,324,269,160,114,62,175,98,326,277,267,294,78,1,258,224,148
,202730,Lavoy Allen,,1610612754,IND,27.0,26,14,12,0.538,66.68833333333333,4,4,0,6,21,22,11,40,3,2,10,1,41.3,144,119,264,161,163,114,118,175,152,283,285,259,246,48,314,311,268,173
,101145,Monta Ellis,,1610612754,IND,30.0,50,28,22,0.56,204.93666666666667,29,11,9,40,67,57,40,168,3,4,15,35,213.5,2,4,412,139,2,2,34,26,14,432,427,431,433,48,386,376,12,10
,1626167,Myles Turner,,1610612754,IND,20.0,26,15,11,0.577,83.55333333333333,2,5,0,8,20,22,11,74,3,4,14,9,67.4,144,109,251,120,132,169,104,175,132,277,285,259,330,48,386,366,112,123
,202331,Paul George,,1610612754,IND,26.0,51,28,23,0.549,211.9183333333333,14,16,15,32,70,64,40,172,4,11,19,43,253.3,1,4,418,151,1,19,13,9,34,435,433,431,434,34,434,405,4,2
,1626176,Rakeem Christmas,,1610612754,IND,24.0,1,1,0,1.0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0.0,404,362,1,1,417,234,237,175,303,1,1,1,1,200,1,1,326,400
,201155,Rodney Stuckey,,1610612754,IND,30.0,12,6,6,0.5,36.585,4,0,4,6,21,21,3,20,0,0,0,4,29.2,257,235,174,188,222,114,237,75,152,283,277,147,180,200,1,1,169,205
,203963,Shayne Whittington,,1610612754,IND,25.0,1,1,0,1.0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0.0,404,362,1,1,417,234,237,175,303,1,1,1,1,200,1,1,326,400
,203524,Solomon Hill,,1610612754,IND,25.0,22,10,12,0.455,44.25333333333333,0,0,0,4,15,15,9,42,0,0,9,3,39.0,182,176,264,252,207,234,237,175,183,237,248,239,252,200,1,296,192,178
,201951,Ty Lawson,,1610612754,IND,28.0,10,5,5,0.5,41.1,2,0,0,4,10,13,6,32,0,2,5,3,19.5,277,252,153,188,212,169,237,175,183,195,235,193,221,200,314,212,192,250
