close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203507,Giannis Antetokounmpo,1610612749,MIL,F-G,22.0,80,80,0.504,225,472,0.477,0.565,-0.088
202328,Greg Monroe,1610612749,MIL,C,27.0,80,80,0.63,270,447,0.604,0.558,0.046
203089,John Henson,1610612749,MIL,C-F,26.0,58,58,0.622,169,308,0.549,0.564,-0.015
203093,Terrence Jones,1610612749,MIL,F,25.0,51,50,0.551,151,276,0.547,0.557,-0.01
1627763,Malcolm Brogdon,1610612749,MIL,G,24.0,75,72,0.397,149,244,0.611,0.547,0.063
203503,Tony Snell,1610612749,MIL,G-F,25.0,80,74,0.311,127,220,0.577,0.552,0.025
201150,Spencer Hawes,1610612749,MIL,F-C,29.0,50,44,0.556,112,202,0.554,0.558,-0.004
203521,Matthew Dellavedova,1610612749,MIL,G,26.0,76,73,0.32,116,201,0.577,0.547,0.03
203141,Mirza Teletovic,1610612749,MIL,F,31.0,70,60,0.489,118,197,0.599,0.554,0.045
1627748,Thon Maker,1610612749,MIL,F-C,20.0,51,45,0.662,105,190,0.553,0.58,-0.027
203953,Jabari Parker,1610612749,MIL,F,22.0,51,50,0.32,108,187,0.578,0.571,0.007
201563,Michael Beasley,1610612749,MIL,F,28.0,55,52,0.395,76,139,0.547,0.556,-0.009
1891,Jason Terry,1610612749,MIL,G,39.0,74,56,0.248,62,101,0.614,0.546,0.068
203114,Khris Middleton,1610612749,MIL,G-F,25.0,29,27,0.351,57,92,0.62,0.552,0.067
1626173,Rashad Vaughn,1610612749,MIL,G,20.0,34,26,0.427,34,61,0.557,0.552,0.005
1627780,Gary Payton II,1610612749,MIL,G,24.0,5,4,0.394,7,13,0.538,0.597,-0.059
200779,Steve Novak,1610612749,MIL,F,34.0,4,2,0.5,2,2,1.0,0.6,0.401
