close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
201935,James Harden,1610612745,HOU,G,26.0,5,5,1.0,33,69,0.478,0.47,0.008
2730,Dwight Howard,1610612745,HOU,C,30.0,5,5,1.0,35,62,0.565,0.495,0.07
201976,Patrick Beverley,1610612745,HOU,G,27.0,5,5,1.0,32,61,0.525,0.48,0.044
2772,Trevor Ariza,1610612745,HOU,F,31.0,5,5,1.0,20,49,0.408,0.467,-0.059
202700,Donatas Motiejunas,1610612745,HOU,F-C,25.0,5,5,1.0,18,44,0.409,0.481,-0.072
201563,Michael Beasley,1610612745,HOU,F,27.0,5,5,1.0,14,32,0.438,0.469,-0.031
1891,Jason Terry,1610612745,HOU,G,38.0,5,5,1.0,22,31,0.71,0.475,0.235
203991,Clint Capela,1610612745,HOU,F-C,22.0,5,5,1.0,8,24,0.333,0.479,-0.146
201147,Corey Brewer,1610612745,HOU,G-F,30.0,5,5,1.0,9,19,0.474,0.468,0.005
203909,KJ McDaniels,1610612745,HOU,G-F,23.0,3,3,1.0,3,13,0.231,0.474,-0.244
2746,Josh Smith,1610612745,HOU,F,30.0,4,4,1.0,6,11,0.545,0.5,0.046
1626149,Montrezl Harrell,1610612745,HOU,F,22.0,2,2,1.0,3,4,0.75,0.429,0.321
202726,Andrew Goudelock,1610612745,HOU,G,27.0,2,2,1.0,1,3,0.333,0.478,-0.145
