TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,72,41,31,0.569,48.6,14.8,14.4,10.0,48.1,16.0,13.3,11.8,49.0,1,11,11,11,11,26,4,28,11,14,20,10,23
1610612738,Boston Celtics,72,36,36,0.5,48.5,17.9,13.4,11.9,46.4,15.9,13.3,11.9,44.4,1,16,16,16,16,7,8,16,18,11,19,11,4
1610612751,Brooklyn Nets,72,48,24,0.667,47.8,15.6,12.2,14.2,48.7,15.9,15.1,12.0,47.2,1,4,4,4,11,21,24,4,10,12,30,12,13
1610612766,Charlotte Hornets,72,33,39,0.458,48.5,17.8,12.8,13.6,46.2,17.0,13.3,13.2,47.4,1,19,19,19,19,8,19,10,19,23,21,22,14
1610612741,Chicago Bulls,72,31,41,0.431,48.1,14.5,13.2,11.5,49.3,17.7,11.5,11.7,48.7,1,21,21,21,16,27,13,21,9,27,4,8,22
1610612739,Cleveland Cavaliers,72,22,50,0.306,49.1,16.5,13.1,11.5,51.7,18.1,12.3,13.1,51.3,1,26,26,26,6,15,14,22,5,29,9,21,27
1610612742,Dallas Mavericks,72,42,30,0.583,49.0,14.8,12.6,11.6,45.0,14.9,13.4,12.6,46.1,1,8,8,8,24,25,20,20,24,3,22,18,11
1610612743,Denver Nuggets,72,47,25,0.653,49.1,18.2,13.9,12.5,50.2,15.8,11.4,13.5,45.7,1,5,5,5,1,3,5,13,6,9,2,24,7
1610612765,Detroit Pistons,72,20,52,0.278,48.9,16.6,12.9,10.8,47.9,17.5,13.5,11.7,51.8,1,29,29,29,6,14,16,24,13,26,23,7,28
1610612744,Golden State Warriors,72,39,33,0.542,46.7,16.9,10.2,14.0,44.1,17.0,13.8,12.9,45.9,1,14,14,14,24,13,30,6,26,22,24,20,9
1610612745,Houston Rockets,72,17,55,0.236,47.3,17.7,12.0,11.0,46.0,17.2,12.9,14.5,49.2,1,30,30,30,24,9,27,23,20,25,15,30,25
1610612754,Indiana Pacers,72,34,38,0.472,47.1,17.5,12.4,16.1,52.4,15.6,14.9,13.3,52.2,1,17,17,17,4,10,22,2,4,7,29,23,29
1610612746,LA Clippers,72,47,25,0.653,49.1,16.4,13.3,10.6,43.2,15.8,12.0,12.2,48.3,1,5,5,5,30,16,9,26,28,10,7,15,19
1610612747,Los Angeles Lakers,72,42,30,0.583,48.6,17.4,13.3,13.3,50.1,16.6,11.3,12.2,48.3,1,8,8,8,4,11,11,11,8,17,1,16,18
1610612763,Memphis Grizzlies,72,38,34,0.528,47.7,18.2,14.8,17.0,55.0,16.3,12.2,13.5,46.8,1,15,15,15,11,2,2,1,1,15,8,25,12
1610612748,Miami Heat,72,40,32,0.556,49.4,18.1,10.4,12.1,45.4,17.1,12.6,10.6,42.2,1,13,13,13,16,4,29,14,22,24,13,3,2
1610612749,Milwaukee Bucks,72,46,26,0.639,46.7,15.8,12.8,14.1,47.3,15.5,12.6,10.3,41.8,1,7,7,7,22,19,17,5,15,6,14,2,1
1610612750,Minnesota Timberwolves,72,23,49,0.319,47.1,18.1,13.3,11.8,48.0,16.4,14.1,13.6,48.5,1,25,25,25,11,5,10,17,12,16,28,26,21
1610612740,New Orleans Pelicans,72,31,41,0.431,47.7,15.0,14.7,13.9,53.6,18.0,11.7,12.8,46.1,1,21,21,21,6,24,3,8,2,28,5,19,10
1610612752,New York Knicks,72,41,31,0.569,49.8,15.5,12.8,9.2,45.3,15.4,12.6,10.8,45.1,1,11,11,11,6,22,18,29,23,5,12,4,5
1610612760,Oklahoma City Thunder,72,22,50,0.306,47.2,13.9,11.5,9.0,46.7,19.6,13.2,11.3,48.5,1,26,26,26,19,29,28,30,17,30,17,5,20
1610612753,Orlando Magic,72,21,51,0.292,48.4,13.5,13.3,10.4,41.8,15.9,11.8,14.3,47.5,1,28,28,28,22,30,12,27,29,13,6,29,15
1610612755,Philadelphia 76ers,72,49,23,0.681,47.9,17.9,13.8,15.0,46.8,17.0,11.5,14.2,45.6,1,3,3,3,6,6,6,3,16,21,3,28,6
1610612756,Phoenix Suns,72,51,21,0.708,49.0,16.2,13.0,13.2,45.7,14.9,12.5,12.1,47.8,1,2,2,2,1,18,15,12,21,4,11,14,17
1610612757,Portland Trail Blazers,72,42,30,0.583,48.5,15.1,14.8,11.7,39.7,14.2,13.9,13.8,47.7,1,8,8,8,24,23,1,18,30,2,27,27,16
1610612758,Sacramento Kings,72,31,41,0.431,47.6,16.2,12.1,14.0,52.8,16.9,13.9,12.5,52.9,1,21,21,21,24,17,25,7,3,19,25,17,30
1610612759,San Antonio Spurs,72,33,39,0.458,48.3,15.6,12.1,11.7,47.6,14.2,13.2,11.8,49.9,1,19,19,19,1,20,26,19,14,1,18,9,26
1610612761,Toronto Raptors,72,27,45,0.375,48.2,18.7,12.5,13.8,43.8,15.7,13.9,11.6,43.0,1,24,24,24,24,1,21,9,27,8,26,6,3
1610612762,Utah Jazz,72,52,20,0.722,48.3,14.1,13.6,11.9,44.2,17.0,12.4,12.1,49.1,1,1,1,1,19,28,7,15,25,20,10,13,24
1610612764,Washington Wizards,72,34,38,0.472,45.9,17.0,12.3,10.7,50.1,16.7,13.0,10.2,45.7,1,17,17,17,11,12,23,25,7,18,16,1,8
