group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203991,Clint Capela,,1610612745,HOU,22.0,23,13,10,0.565,49.5,6.5,1.6,6.5,9.7,19.4,17.7,0.0,29.0,6.5,0.0,8.1,8.1,40.0,173,129,238,135,99,33,192,17,97,357,346,1,318,8,1,333,66,159
,201147,Corey Brewer,,1610612745,HOU,30.0,33,19,14,0.576,46.0,3.7,1.9,9.9,5.0,12.4,9.3,3.7,33.5,0.0,0.0,6.2,6.8,31.1,81,64,298,121,254,90,184,4,205,203,108,119,250,200,1,273,100,243
,202700,Donatas Motiejunas,,1610612745,HOU,25.0,6,3,3,0.5,39.4,0.0,0.0,0.0,0.0,16.7,33.3,16.7,66.7,0.0,0.0,8.3,8.3,10.0,312,293,109,188,377,234,237,175,303,305,415,404,13,200,1,335,58,388
,2730,Dwight Howard,,1610612745,HOU,30.0,39,21,18,0.538,49.2,1.3,2.9,0.7,7.2,13.4,11.7,9.8,39.1,2.6,0.7,4.2,9.1,46.7,32,33,361,161,108,206,132,167,147,222,175,297,149,53,270,148,50,112
,201935,James Harden,,1610612745,HOU,26.0,49,28,21,0.571,48.4,3.0,2.0,7.0,8.5,14.7,13.2,7.7,36.3,2.0,2.2,5.5,15.7,73.6,3,4,402,127,131,129,176,12,121,249,228,221,197,77,381,217,10,13
,1891,Jason Terry,,1610612745,HOU,38.0,33,19,14,0.576,41.0,5.0,0.0,2.1,7.1,10.6,9.9,12.1,29.8,0.0,0.0,4.3,5.7,30.1,81,64,298,121,360,60,237,98,152,168,121,353,308,200,1,151,133,255
,2746,Josh Smith,,1610612745,HOU,30.0,7,3,4,0.429,52.8,0.0,0.0,0.0,0.0,31.3,37.5,0.0,87.5,0.0,0.0,12.5,6.3,15.0,301,293,127,269,35,234,237,175,303,413,420,1,6,200,1,401,114,367
,203909,KJ McDaniels,,1610612745,HOU,23.0,3,1,2,0.333,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,15.0,357,362,75,330,10,234,237,175,303,1,1,1,399,200,1,401,326,367
,201563,Michael Beasley,,1610612745,HOU,27.0,9,3,6,0.333,47.2,4.1,8.2,4.1,12.2,14.3,12.2,0.0,20.4,0.0,0.0,6.1,2.0,35.9,289,293,174,330,191,78,28,41,60,238,186,1,380,200,1,263,280,204
,1626149,Montrezl Harrell,,1610612745,HOU,22.0,2,2,0,1.0,45.2,0.0,0.0,0.0,0.0,16.7,0.0,16.7,16.7,0.0,0.0,0.0,0.0,10.0,374,326,1,1,280,234,237,175,303,305,1,404,387,200,1,1,326,388
,201976,Patrick Beverley,,1610612745,HOU,27.0,38,21,17,0.553,48.4,2.9,1.8,0.4,1.4,14.9,12.3,6.2,39.9,0.0,0.4,5.8,4.0,31.7,38,33,341,147,132,134,187,173,293,257,188,169,140,200,238,242,203,239
,203093,Terrence Jones,,1610612745,HOU,24.0,9,8,1,0.889,45.1,0.0,3.4,3.4,13.8,6.9,22.4,8.6,34.5,1.7,1.7,5.2,5.2,43.4,289,195,31,33,287,234,108,55,46,91,386,259,225,87,360,199,150,137
,2772,Trevor Ariza,,1610612745,HOU,31.0,47,27,20,0.574,48.3,2.8,2.1,3.3,3.6,15.1,13.1,7.4,35.9,0.0,0.5,4.1,1.3,31.6,5,8,395,125,133,138,172,58,241,265,220,212,201,200,251,147,310,240
