player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
201143,Al Horford,Al,1610612737,ATL,30.0,41,22,19,0.537,3.8,108.2,105.1,105.1,104.5,103.7,103.7,3.7,1.4,1.4,0.086,1.17,8.9,0.061,0.146,0.103,0.076,0.077,0.00582,0.00596,0.189,0.196,100.02,101.9,84.92,101.9,0.12,332,33,61,0.8,1.5,0.541,22,25,379,165,71,189,183,183,208,239,239,173,180,180,181,128,218,116,140,122,242,246,95,124,137,138,206,236,236,122,21,38,44,68,81
203471,Dennis Schröder,Dennis,1610612737,ATL,22.0,14,4,10,0.286,3.6,100.2,99.1,99.1,110.1,105.7,105.7,-10.0,-6.6,-6.6,0.48,4.0,27.3,0.0,0.094,0.045,0.068,0.068,0.00417,0.00485,0.264,0.273,99.28,101.89,84.91,101.89,0.12,106,9,24,0.6,1.7,0.375,242,270,238,370,99,275,265,265,254,263,263,290,278,278,14,11,37,270,239,309,224,219,223,243,53,57,227,238,238,123,126,111,67,49,209
201952,Jeff Teague,Jeff,1610612737,ATL,28.0,36,22,14,0.611,3.2,113.0,109.5,109.5,99.9,99.1,99.1,13.1,10.3,10.3,0.288,2.38,17.6,0.022,0.088,0.054,0.07400000000000001,0.076,0.004079999999999999,0.00542,0.307,0.312,99.14,101.18,84.31,101.18,0.175,253,23,60,0.6,1.7,0.383,59,25,298,99,153,129,120,120,142,164,164,102,116,116,47,51,94,211,255,272,236,243,232,185,33,35,233,257,257,53,42,40,70,54,204
203145,Kent Bazemore,Kent,1610612737,ATL,26.0,36,19,17,0.528,3.2,115.7,109.2,109.2,102.0,100.0,100.0,13.7,9.2,9.2,0.086,1.5,10.7,0.047,0.109,0.079,0.071,0.07200000000000001,0.00529,0.00647,0.176,0.187,98.34,102.2,85.17,102.2,0.126,249,16,35,0.4,1.0,0.457,59,64,341,171,144,96,121,121,173,171,171,99,128,128,183,97,183,141,210,202,228,230,122,94,160,156,253,226,226,115,69,79,131,139,139
2550,Kirk Hinrich,Kirk,1610612737,ATL,35.0,12,8,4,0.667,2.5,104.6,103.2,103.2,84.7,83.6,83.6,19.9,19.6,19.6,0.0,0.0,0.0,0.0,0.045,0.028,0.4,0.41,0.0075,0.00868,0.071,0.075,98.86,100.13,83.44,100.13,-0.018,62,1,2,0.1,0.2,0.5,257,195,127,61,243,224,197,197,58,65,65,68,63,63,287,238,287,270,336,349,428,428,40,30,353,356,239,279,279,386,279,316,317,363,98
2743,Kris Humphries,Kris,1610612737,ATL,31.0,8,4,4,0.5,1.2,118.8,109.1,109.1,89.6,94.7,94.7,29.2,14.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.011000000000000001,0.2,0.225,102.15,103.98,86.65,103.98,0.323,22,4,5,0.5,0.6,0.8,296,270,127,188,368,74,122,122,74,127,127,50,86,86,287,238,287,270,356,370,1,1,3,9,115,100,148,189,189,12,197,269,93,215,30
2594,Kyle Korver,Kyle,1610612737,ATL,35.0,40,21,19,0.525,3.4,111.6,109.7,109.7,100.7,95.6,95.6,10.9,14.2,14.2,0.05,0.83,14.7,0.02,0.063,0.041,0.17600000000000002,0.175,0.00523,0.00557,0.086,0.09,97.93,101.26,84.38,101.26,0.027,298,8,22,0.2,0.6,0.364,28,33,379,176,130,150,112,112,157,131,131,122,88,88,242,187,121,218,317,321,387,388,127,163,329,324,267,252,252,303,138,120,243,235,224
203934,Lamar Patterson,Lamar,1610612737,ATL,24.0,2,2,0,1.0,0.4,168.1,160.0,160.0,100.0,100.0,100.0,68.1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.007980000000000001,0.4,0.395,228.51,236.62,197.18,236.62,0.267,5,1,1,0.5,0.5,1.0,374,326,1,1,415,8,4,4,146,171,171,18,17,17,287,238,287,270,356,370,1,1,5,41,11,15,9,13,13,18,279,337,93,251,1
203488,Mike Muscala,Mike,1610612737,ATL,24.0,6,4,2,0.667,0.5,144.0,122.2,122.2,120.0,100.0,100.0,24.0,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005679999999999999,0.111,0.115,93.15,110.54,92.12,110.54,-0.077,9,0,0,0.0,0.0,0.0,312,270,75,61,406,15,34,34,348,171,171,57,58,58,287,238,287,270,356,370,1,1,342,152,288,287,361,104,104,408,342,379,342,379,342
203118,Mike Scott,Mike,1610612737,ATL,27.0,12,4,8,0.333,0.8,72.1,66.7,66.7,116.6,93.1,93.1,-44.5,-26.4,-26.4,0.0,0.0,0.0,0.0,0.167,0.04,0.0,0.0,0.0025,0.0025,0.194,0.207,115.95,134.94,112.45,134.94,-0.093,27,1,6,0.1,0.5,0.167,257,270,204,330,390,393,397,397,315,108,108,395,371,371,287,238,287,270,93,325,1,1,311,347,132,124,43,34,34,414,279,255,317,251,324
