season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22016,203939,Dwight Powell,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.686,77,0.207,1.337,0.699,0.235,0.061,0.235,0.041,0.694,0.699,98,131,51,73,22,2016-17,2016,2017
22016,203084,Harrison Barnes,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.943,79,0.042,1.563,0.76,0.234,0.016,0.234,0.031,0.797,0.76,64,100,38,50,12,2016-17,2016,2017
22016,1626257,Salah Mejri,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.243,73,0.257,1.094,0.55,0.189,0.075,0.189,0.019,0.585,0.55,53,58,22,40,18,2016-17,2016,2017
22016,203457,Nerlens Noel,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.213,22,0.295,1.077,0.556,0.135,0.077,0.135,0.077,0.538,0.556,52,56,25,45,20,2016-17,2016,2017
22016,1627827,Dorian Finney-Smith,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.934,81,0.071,1.552,0.85,0.276,0.069,0.276,0.034,0.793,0.85,29,45,17,20,3,2016-17,2016,2017
22016,2734,Devin Harris,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.794,65,0.055,1.4,0.667,0.16,0.0,0.16,0.0,0.72,0.667,25,35,14,21,7,2016-17,2016,2017
22016,202083,Wesley Matthews,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.966,73,0.019,1.6,0.765,0.15,0.0,0.15,0.0,0.8,0.765,20,32,13,17,4,2016-17,2016,2017
22016,1717,Dirk Nowitzki,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.607,54,0.026,1.3,0.765,0.0,0.15,0.0,0.0,0.65,0.765,20,26,13,17,4,2016-17,2016,2017
22016,101106,Andrew Bogut,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.06,26,0.203,0.923,0.48,0.077,0.0,0.077,0.038,0.462,0.48,26,24,12,25,13,2016-17,2016,2017
22016,1626147,Justin Anderson,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.157,51,0.062,1.045,0.474,0.136,0.0,0.136,0.0,0.545,0.474,22,23,9,19,10,2016-17,2016,2017
22016,101114,Deron Williams,1610612742,DAL,Dallas Mavericks,Cut,Offensive,0.213,40,0.022,1.077,0.583,0.0,0.077,0.0,0.0,0.538,0.583,13,14,7,12,5,2016-17,2016,2017
