close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
202391,Jeremy Lin,1610612751,BKN,G,29.0,1,1,0.692,8.0,9.0,0.889,0.573,0.316
1628386,Jarrett Allen,1610612751,BKN,C,20.0,70,69,0.521,3.43,6.63,0.517,0.574,-0.057
1626178,Rondae Hollis-Jefferson,1610612751,BKN,F,23.0,66,66,0.519,3.48,6.12,0.569,0.573,-0.003
201960,DeMarre Carroll,1610612751,BKN,F,31.0,71,70,0.523,3.06,5.85,0.523,0.572,-0.05
1626156,D'Angelo Russell,1610612751,BKN,G,22.0,48,47,0.537,2.77,4.98,0.556,0.556,0.0
201967,Dante Cunningham,1610612751,BKN,F,31.0,73,71,0.496,2.58,4.53,0.568,0.567,0.001
203915,Spencer Dinwiddie,1610612751,BKN,G,25.0,78,75,0.426,2.38,4.23,0.564,0.552,0.011
1627747,Caris LeVert,1610612751,BKN,G-F,23.0,69,68,0.418,2.46,4.2,0.586,0.56,0.027
203459,Allen Crabbe,1610612751,BKN,G-F,26.0,73,72,0.442,1.96,3.93,0.498,0.555,-0.056
203112,Quincy Acy,1610612751,BKN,F,27.0,67,63,0.43,2.04,3.82,0.535,0.571,-0.036
1626143,Jahlil Okafor,1610612751,BKN,C,22.0,28,26,0.444,1.82,3.57,0.51,0.573,-0.063
203925,Joe Harris,1610612751,BKN,F-G,26.0,77,74,0.436,1.96,3.47,0.566,0.561,0.005
1627821,James Webb III,1610612751,BKN,F,24.0,8,7,0.587,2.0,3.38,0.593,0.553,0.04
203917,Nik Stauskas,1610612751,BKN,G,24.0,37,34,0.52,1.59,2.86,0.557,0.556,0.001
202389,Timofey Mozgov,1610612751,BKN,C,31.0,29,25,0.394,1.07,2.76,0.388,0.574,-0.187
1627785,Isaiah Whitehead,1610612751,BKN,G,23.0,13,11,0.492,1.46,2.46,0.594,0.558,0.036
1628451,Jacob Wiley,1610612751,BKN,F,23.0,3,3,0.583,0.67,2.33,0.286,0.534,-0.248
1628495,Milton Doyle,1610612751,BKN,G,24.0,8,7,0.438,1.25,1.75,0.714,0.539,0.175
