close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203497,Rudy Gobert,1610612762,UTA,C,29.0,11,11,1.0,10.55,21.82,0.483,0.481,0.002
1626220,Royce O'Neale,1610612762,UTA,F,28.0,11,11,1.0,8.73,16.91,0.516,0.472,0.044
201144,Mike Conley,1610612762,UTA,G,33.0,6,6,1.0,6.5,13.17,0.494,0.454,0.04
202711,Bojan Bogdanović,1610612762,UTA,F,32.0,11,11,1.0,5.55,10.64,0.521,0.463,0.059
202324,Derrick Favors,1610612762,UTA,F,29.0,11,11,1.0,5.36,9.64,0.557,0.501,0.056
1628378,Donovan Mitchell,1610612762,UTA,G,24.0,10,10,1.0,4.3,8.8,0.489,0.465,0.024
203903,Jordan Clarkson,1610612762,UTA,G,29.0,11,11,1.0,3.27,8.0,0.409,0.459,-0.05
204060,Joe Ingles,1610612762,UTA,F-G,33.0,11,11,1.0,3.91,6.91,0.566,0.457,0.108
1627777,Georges Niang,1610612762,UTA,F,28.0,11,11,1.0,1.64,3.91,0.419,0.458,-0.039
1629671,Miye Oni,1610612762,UTA,G-F,23.0,7,7,1.0,1.0,3.57,0.28,0.467,-0.187
1630235,Trent Forrest,1610612762,UTA,G,23.0,2,2,1.0,2.0,3.0,0.667,0.434,0.233
1629714,Jarrell Brantley,1610612762,UTA,F,25.0,1,1,1.0,0.0,2.0,0.0,0.463,-0.463
1629752,Juwan Morgan,1610612762,UTA,F,24.0,2,2,1.0,1.0,1.5,0.667,0.462,0.204
1628962,Udoka Azubuike,1610612762,UTA,C-F,21.0,1,1,1.0,0.0,1.0,0.0,0.421,-0.421
1629744,Matt Thomas,1610612762,UTA,G,26.0,1,1,1.0,1.0,1.0,1.0,0.424,0.576
