close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203083,Andre Drummond,1610612765,DET,C,22.0,81,81,0.914,516,1016,0.508,0.508,0.0
202704,Reggie Jackson,1610612765,DET,G,26.0,79,79,0.697,333,613,0.543,0.479,0.064
202699,Tobias Harris,1610612765,DET,F,23.0,75,75,0.701,295,585,0.504,0.492,0.013
203382,Aron Baynes,1610612765,DET,C-F,29.0,80,80,0.913,279,545,0.512,0.498,0.014
202694,Marcus Morris Sr.,1610612765,DET,F,26.0,80,80,0.658,261,545,0.479,0.489,-0.011
203484,Kentavious Caldwell-Pope,1610612765,DET,G,23.0,76,76,0.662,229,513,0.446,0.475,-0.029
201229,Anthony Tolliver,1610612765,DET,F,31.0,69,68,0.781,172,370,0.465,0.492,-0.027
1626169,Stanley Johnson,1610612765,DET,F,20.0,72,70,0.683,153,326,0.469,0.482,-0.013
2581,Steve Blake,1610612765,DET,G,36.0,58,57,0.684,121,260,0.465,0.475,-0.01
203493,Reggie Bullock Jr.,1610612765,DET,F,25.0,28,24,0.629,40,83,0.482,0.475,0.007
1626199,Darrun Hilliard,1610612765,DET,F,23.0,27,22,0.663,25,57,0.439,0.467,-0.029
201202,Joel Anthony,1610612765,DET,C,33.0,17,14,0.865,26,45,0.578,0.492,0.086
203946,Cameron Bairstow,1610612765,DET,F-C,25.0,15,14,0.682,13,30,0.433,0.488,-0.055
201975,Jodie Meeks,1610612765,DET,G,28.0,3,3,0.842,5,16,0.313,0.504,-0.191
203485,Lorenzo Brown,1610612765,DET,G,25.0,8,6,0.722,8,13,0.615,0.474,0.142
