close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203501,Tim Hardaway Jr.,1610612742,DAL,G,27.0,64,64,0.53,2.19,5.91,0.37,0.369,0.001
1629029,Luka Dončić,1610612742,DAL,F-G,20.0,72,71,0.455,2.03,5.44,0.372,0.368,0.004
203939,Dwight Powell,1610612742,DAL,F-C,27.0,76,73,0.468,1.83,5.05,0.362,0.366,-0.004
1627827,Dorian Finney-Smith,1610612742,DAL,F,26.0,80,78,0.475,1.64,4.78,0.343,0.368,-0.025
1628973,Jalen Brunson,1610612742,DAL,G,22.0,68,65,0.491,1.59,4.25,0.374,0.373,0.001
1628467,Maxi Kleber,1610612742,DAL,F,27.0,71,68,0.408,1.46,4.15,0.353,0.371,-0.019
1628382,Justin Jackson,1610612742,DAL,F,24.0,80,73,0.487,1.33,3.84,0.345,0.37,-0.025
1717,Dirk Nowitzki,1610612742,DAL,F,41.0,51,47,0.444,1.41,3.67,0.385,0.364,0.021
203504,Trey Burke,1610612742,DAL,G,26.0,56,49,0.487,1.18,3.61,0.327,0.369,-0.042
200826,J.J. Barea,1610612742,DAL,G,35.0,38,37,0.494,1.32,3.13,0.42,0.368,0.052
1628961,Kostas Antetokounmpo,1610612742,DAL,F,21.0,2,2,0.833,0.5,2.5,0.2,0.362,-0.162
1626257,Salah Mejri,1610612742,DAL,C,33.0,34,32,0.305,0.88,2.38,0.37,0.352,0.018
1629151,Ryan Broekhoff,1610612742,DAL,G-F,28.0,34,30,0.565,0.74,2.29,0.321,0.353,-0.033
2734,Devin Harris,1610612742,DAL,G,36.0,62,55,0.449,0.77,2.08,0.372,0.354,0.018
201584,Courtney Lee,1610612742,DAL,G,33.0,32,26,0.462,0.69,1.88,0.367,0.364,0.003
1629133,Daryl Macon,1610612742,DAL,G,23.0,7,3,0.545,0.43,1.71,0.25,0.342,-0.092
