group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1627846,Abdel Nader,Abdel,1610612756,PHX,27.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,97,54,1,1,125,70,66,55,20,36,9,46,21,47,34,38,28,13,50,44,73,91,73
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,25.0,4,2,2,0.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,36,35,69,52,72,70,66,55,20,36,9,46,21,47,34,38,28,13,50,44,73,91,73
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,26.0,4,3,1,0.75,2.1,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,6,0.333,36,19,23,27,73,44,36,1,20,36,9,46,21,1,34,1,28,13,50,1,24,20,54
Players,101108,Chris Paul,Chris,1610612756,PHX,36.0,5,2,3,0.4,2.5,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.2,0.4,0.0,1.0,0.0,0.0,0.0,1.0,2,6,0.333,30,35,98,73,62,1,66,43,20,36,9,14,15,30,34,1,28,13,50,1,24,20,54
Players,203967,Dario Šarić,Dario,1610612756,PHX,27.0,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,97,54,1,1,121,70,66,55,20,36,9,46,21,47,34,38,28,13,50,44,73,91,73
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,22.0,8,4,4,0.5,2.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,5,0.4,11,11,114,52,59,1,66,1,20,36,9,46,21,1,1,38,28,13,1,44,24,26,48
Players,1626164,Devin Booker,Devin,1610612756,PHX,24.0,8,4,4,0.5,2.6,0.9,0.1,0.545,0.0,0.0,0.0,0.455,0.0,0.545,0.667,0.333,0.0,0.0,0.667,0.333,3,10,0.3,11,11,114,52,60,27,64,36,20,36,9,21,21,25,18,36,28,13,32,39,16,9,62
Players,203109,Jae Crowder,Jae,1610612756,PHX,30.0,8,4,4,0.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,11,114,52,57,70,66,55,20,36,9,1,6,47,34,38,28,13,50,44,73,91,73
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,24.0,8,4,4,0.5,1.9,0.333,0.667,0.4,0.0,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,2,3,0.667,11,11,114,52,75,59,27,43,20,17,9,46,21,30,1,38,1,13,1,44,24,41,22
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,30.0,3,3,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,53,19,1,1,119,70,66,55,20,36,9,46,21,47,34,38,28,13,50,44,73,91,73
