close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
2563,Dahntay Jones,1610612739,CLE,G-F,35.0,1,1,1.0,8.0,18.0,0.444,0.397,0.047
201567,Kevin Love,1610612739,CLE,F,27.0,77,77,1.0,6.68,13.35,0.5,0.465,0.035
202684,Tristan Thompson,1610612739,CLE,C-F,25.0,81,81,1.0,5.7,12.53,0.455,0.462,-0.007
202389,Timofey Mozgov,1610612739,CLE,C,29.0,76,76,1.0,4.12,9.28,0.444,0.476,-0.032
203521,Matthew Dellavedova,1610612739,CLE,G,25.0,76,76,1.0,3.64,8.74,0.417,0.434,-0.017
202681,Kyrie Irving,1610612739,CLE,G,24.0,53,53,1.0,3.85,8.58,0.448,0.438,0.01
2544,LeBron James,1610612739,CLE,F,31.0,76,76,1.0,3.21,8.36,0.384,0.447,-0.063
2747,JR Smith,1610612739,CLE,G-F,30.0,77,77,1.0,3.27,7.47,0.438,0.441,-0.003
202697,Iman Shumpert,1610612739,CLE,G,26.0,54,54,1.0,3.3,7.17,0.46,0.445,0.015
101112,Channing Frye,1610612739,CLE,F,33.0,68,68,1.0,3.38,7.1,0.476,0.461,0.016
2590,Mo Williams,1610612739,CLE,G,33.0,36,36,1.0,2.53,5.89,0.429,0.436,-0.007
2210,Richard Jefferson,1610612739,CLE,F,36.0,73,73,1.0,2.42,5.68,0.427,0.434,-0.007
203099,Jared Cunningham,1610612739,CLE,G,25.0,30,30,1.0,1.73,3.93,0.441,0.433,0.007
203895,Jordan McRae,1610612739,CLE,G,25.0,16,16,1.0,1.5,3.5,0.429,0.412,0.017
2592,James Jones,1610612739,CLE,G-F,35.0,39,39,1.0,1.49,3.08,0.483,0.451,0.033
201619,Sasha Kaun,1610612739,CLE,C,31.0,15,15,1.0,0.73,2.07,0.355,0.433,-0.078
203925,Joe Harris,1610612739,CLE,G,24.0,3,3,1.0,1.67,2.0,0.833,0.427,0.406
