TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,15.7,17.5,10.3,47.0,13.8,12.0,15.2,54.7,10,10,1,10,11,5,2,16,8,3,4,12,16
1610612738,Boston Celtics,20,11,9,0.55,965.0,15.6,13.0,14.2,47.2,15.6,13.7,11.0,41.9,2,3,15,4,2,6,9,5,7,8,9,4,2
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,16.8,5.5,11.8,35.5,17.5,20.0,9.8,45.0,16,16,1,16,16,3,16,10,16,12,16,2,5
1610612739,Cleveland Cavaliers,5,1,4,0.2,240.0,15.2,11.0,11.0,43.2,22.2,18.2,15.6,46.4,12,12,1,12,14,8,14,12,12,16,15,13,9
1610612743,Denver Nuggets,20,16,4,0.8,965.0,13.9,12.2,15.8,51.5,13.2,10.3,13.7,46.1,2,1,1,1,2,16,11,3,1,1,3,8,6
1610612744,Golden State Warriors,13,6,7,0.462,624.0,14.6,15.3,10.9,44.5,15.3,14.4,13.4,48.0,5,6,13,8,5,13,4,13,11,7,11,7,12
1610612746,LA Clippers,5,1,4,0.2,240.0,14.4,18.4,13.2,50.0,18.2,14.0,17.0,46.8,12,12,1,12,14,14,1,7,3,14,10,15,10
1610612747,Los Angeles Lakers,16,8,8,0.5,773.0,15.8,13.8,15.8,50.5,13.8,13.6,14.6,46.1,4,4,14,7,4,4,7,2,2,2,8,10,7
1610612763,Memphis Grizzlies,6,2,4,0.333,293.0,15.1,13.8,15.2,48.2,16.9,17.0,18.8,52.1,10,10,1,10,10,9,8,4,5,11,14,16,14
1610612748,Miami Heat,23,13,10,0.565,1109.0,17.7,11.6,10.6,42.8,15.6,12.9,12.1,46.3,1,2,16,3,1,2,12,14,14,9,7,5,8
1610612749,Milwaukee Bucks,5,1,4,0.2,245.0,18.6,12.9,12.0,46.2,20.2,10.0,14.1,47.8,12,12,1,12,12,1,10,9,10,15,2,9,11
1610612750,Minnesota Timberwolves,5,1,4,0.2,245.0,14.7,9.2,10.6,47.8,16.5,12.1,16.1,50.5,12,12,1,12,12,12,15,15,6,10,6,14,13
1610612752,New York Knicks,11,6,5,0.545,528.0,14.9,14.4,12.2,43.1,17.9,12.1,9.7,42.5,6,6,11,5,7,11,6,8,13,13,5,1,3
1610612755,Philadelphia 76ers,11,7,4,0.636,533.0,14.9,14.9,11.1,39.8,14.1,9.2,13.3,39.1,6,5,1,2,6,10,5,11,15,5,1,6,1
1610612756,Phoenix Suns,11,6,5,0.545,528.0,14.4,11.2,18.3,46.4,14.2,15.6,14.9,52.9,6,6,11,5,7,15,13,1,9,6,12,11,15
1610612758,Sacramento Kings,7,3,4,0.429,336.0,15.4,17.3,13.4,48.3,14.0,16.1,9.9,44.6,9,9,1,9,9,7,3,6,4,4,13,3,4
