team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,5,1,4,0.2,240.0,115.9,23.1,0.695,4.4,1.8,14.1,12.5,7.4,33.6,13,13,1,13,13,12,10,13,15,16,12,16,5,9,ATLANTA HAWKS
1610612738,Boston Celtics,24,14,10,0.583,1152.0,106.3,25.4,0.713,4.8,4.7,13.3,10.3,9.9,30.4,1,2,16,3,1,2,5,10,11,3,10,11,11,4,BOSTON CELTICS
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,119.2,19.1,0.642,6.0,4.9,16.3,11.1,13.5,36.4,16,16,1,16,16,14,16,16,4,2,16,14,16,14,BROOKLYN NETS
1610612741,Chicago Bulls,5,1,4,0.2,240.0,108.3,26.9,0.776,5.9,2.4,12.2,8.6,10.1,34.8,13,13,1,13,13,5,2,3,5,14,6,5,13,13,CHICAGO BULLS
1610612742,Dallas Mavericks,18,9,9,0.5,864.0,113.3,22.5,0.706,5.4,2.1,8.5,10.6,6.4,34.8,3,4,15,6,3,9,14,11,7,15,2,13,2,12,DALLAS MAVERICKS
1610612743,Denver Nuggets,5,1,4,0.2,240.0,121.9,23.0,0.755,5.3,2.6,15.0,9.6,6.8,33.6,13,13,1,13,13,16,12,5,8,13,13,7,3,9,DENVER NUGGETS
1610612744,Golden State Warriors,22,16,6,0.727,1056.0,109.6,25.6,0.731,5.8,3.7,12.3,9.8,8.7,30.4,2,1,10,1,2,6,4,7,6,5,9,8,8,5,GOLDEN STATE WARRIORS
1610612763,Memphis Grizzlies,12,6,6,0.5,576.0,107.1,25.1,0.725,6.9,4.6,12.2,10.1,9.9,33.1,6,7,10,6,7,4,6,8,1,4,7,10,11,8,MEMPHIS GRIZZLIES
1610612748,Miami Heat,18,11,7,0.611,864.0,107.0,23.4,0.748,6.3,2.8,11.6,8.5,8.8,28.8,3,3,14,2,3,3,8,6,2,10,5,4,9,3,MIAMI HEAT
1610612749,Milwaukee Bucks,12,7,5,0.583,576.0,102.7,30.5,0.804,4.8,3.4,9.5,6.8,6.9,24.9,6,5,9,3,7,1,1,1,12,7,3,2,4,1,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,6,2,4,0.333,288.0,111.7,24.8,0.688,6.1,5.9,16.1,11.9,10.1,39.8,9,9,1,9,10,8,7,14,3,1,14,15,14,16,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,6,2,4,0.333,288.0,117.8,22.9,0.77,4.8,2.6,16.3,7.4,7.4,38.0,9,9,1,9,10,13,13,4,12,12,15,3,6,15,NEW ORLEANS PELICANS
1610612755,Philadelphia 76ers,12,6,6,0.5,581.0,111.3,23.3,0.702,4.5,3.2,13.9,10.3,9.7,34.6,6,7,10,6,6,7,9,12,14,8,11,12,10,11,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,13,7,6,0.538,624.0,114.9,23.0,0.686,5.0,2.8,12.2,9.8,7.6,30.7,5,5,10,5,5,11,11,15,9,9,8,9,7,6,PHOENIX SUNS
1610612761,Toronto Raptors,6,2,4,0.333,293.0,119.5,20.3,0.714,4.9,3.6,8.5,9.0,12.5,31.2,9,9,1,9,9,15,15,9,10,6,1,6,15,7,TORONTO RAPTORS
1610612762,Utah Jazz,6,2,4,0.333,288.0,114.8,26.6,0.804,3.0,2.8,10.5,6.8,6.1,27.3,9,9,1,9,10,10,3,2,16,10,4,1,1,2,UTAH JAZZ
