close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203076,Anthony Davis,1610612747,LAL,F-C,29.0,40,40,0.666,5.6,11.33,0.494,0.539,-0.044
1630644,Mac McClung,1610612747,LAL,G,23.0,1,1,0.9,7.0,9.0,0.778,0.531,0.247
2544,LeBron James,1610612747,LAL,F,37.0,56,55,0.636,3.88,8.18,0.474,0.54,-0.066
1626169,Stanley Johnson,1610612747,LAL,F-G,26.0,48,47,0.72,4.31,7.71,0.559,0.529,0.03
1630559,Austin Reaves,1610612747,LAL,G,24.0,61,60,0.649,4.02,7.38,0.544,0.514,0.03
1628370,Malik Monk,1610612747,LAL,G,24.0,76,76,0.662,3.96,7.17,0.552,0.528,0.024
2730,Dwight Howard,1610612747,LAL,C-F,36.0,58,58,0.78,3.71,6.86,0.54,0.546,-0.006
201566,Russell Westbrook,1610612747,LAL,G,33.0,78,78,0.618,3.79,6.6,0.575,0.533,0.041
2546,Carmelo Anthony,1610612747,LAL,F,38.0,69,67,0.64,3.45,6.54,0.528,0.539,-0.012
1629659,Talen Horton-Tucker,1610612747,LAL,G,21.0,60,60,0.582,3.47,6.37,0.545,0.523,0.021
1629117,Wenyen Gabriel,1610612747,LAL,F,25.0,24,24,0.649,3.04,5.46,0.557,0.528,0.029
202340,Avery Bradley,1610612747,LAL,G,31.0,62,60,0.615,3.05,4.92,0.62,0.524,0.096
203145,Kent Bazemore,1610612747,LAL,G-F,32.0,37,34,0.663,2.22,4.78,0.463,0.528,-0.065
2772,Trevor Ariza,1610612747,LAL,F,37.0,24,23,0.681,2.71,4.63,0.586,0.542,0.043
201571,D.J. Augustin,1610612747,LAL,G,34.0,54,54,0.697,2.43,3.54,0.686,0.516,0.17
201961,Wayne Ellington,1610612747,LAL,G,34.0,43,41,0.566,1.95,3.51,0.556,0.524,0.032
1630643,Jay Huff,1610612747,LAL,F,24.0,4,3,0.727,0.25,2.0,0.125,0.504,-0.379
1629203,Jemerrio Jones,1610612747,LAL,F,27.0,1,1,0.5,1.0,2.0,0.5,0.626,-0.126
201954,Darren Collison,1610612747,LAL,G,34.0,3,3,0.313,1.0,1.67,0.6,0.511,0.089
1630222,Mason Jones,1610612747,LAL,G,23.0,4,2,0.5,0.5,1.25,0.4,0.53,-0.13
1629635,Sekou Doumbouya,1610612747,LAL,F,21.0,2,1,0.333,0.0,1.0,0.0,0.523,-0.523
