season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612752,NYK,New York Knicks,22001073,2021-05-16,NYK vs. BOS,W,48.0,0.513,0.241,0.118,0.152,0.471,0.174,0.129,0.264,0,0,0,0,113,1401,1083,684,2060,333,408,1235,1092,1,2020,2021,True,NYK,BOS
2020-21,1610612756,PHX,Phoenix Suns,22001078,2021-05-16,PHX @ SAS,W,48.0,0.572,0.038,0.077,0.255,0.546,0.194,0.097,0.255,0,0,0,0,113,661,2160,107,1174,1209,591,1864,967,1,2020,2021,False,SAS,PHX
2020-21,1610612755,PHI,Philadelphia 76ers,22001075,2021-05-16,PHI vs. ORL,W,48.0,0.59,0.245,0.115,0.196,0.539,0.539,0.163,0.256,0,0,0,0,113,467,1025,627,1803,1122,2149,511,1006,1,2020,2021,True,PHI,ORL
2020-21,1610612750,MIN,Minnesota Timberwolves,22001071,2021-05-16,MIN vs. DAL,W,48.0,0.639,0.278,0.101,0.326,0.571,0.22,0.162,0.354,0,0,0,0,113,144,724,358,373,1491,843,548,1972,1,2020,2021,True,MIN,DAL
2020-21,1610612748,MIA,Miami Heat,22001069,2021-05-16,MIA @ DET,W,48.0,0.637,0.238,0.122,0.231,0.529,0.256,0.165,0.245,0,0,0,0,113,152,1102,757,1457,977,1244,492,854,1,2020,2021,False,DET,MIA
2020-21,1610612746,LAC,LA Clippers,22001074,2021-05-16,LAC @ OKC,L,48.0,0.472,0.142,0.03,0.306,0.574,0.17,0.152,0.354,0,0,0,0,113,1814,1965,3,543,1530,372,753,1972,1,2020,2021,False,OKC,LAC
2020-21,1610612744,GSW,Golden State Warriors,22001070,2021-05-16,GSW vs. MEM,W,48.0,0.584,0.217,0.202,0.333,0.467,0.207,0.13,0.321,0,0,0,0,113,523,1356,2052,282,301,706,1215,1756,1,2020,2021,True,GSW,MEM
2020-21,1610612751,BKN,Brooklyn Nets,22001067,2021-05-16,BKN vs. CLE,W,48.0,0.663,0.205,0.122,0.128,0.518,0.365,0.162,0.321,0,0,0,0,113,82,1456,757,2121,814,1953,548,1756,1,2020,2021,True,BKN,CLE
2020-21,1610612754,IND,Indiana Pacers,22001079,2021-05-16,IND @ TOR,W,48.0,0.584,0.189,0.123,0.271,0.464,0.299,0.114,0.322,0,0,0,0,113,530,1614,773,972,282,1592,1546,1774,1,2020,2021,False,TOR,IND
2020-21,1610612761,TOR,Toronto Raptors,22001079,2021-05-16,TOR vs. IND,L,48.0,0.464,0.299,0.114,0.322,0.584,0.189,0.123,0.271,0,0,0,0,113,1876,567,613,386,1629,542,1376,1173,1,2020,2021,True,TOR,IND
2020-21,1610612762,UTA,Utah Jazz,22001077,2021-05-16,UTA @ SAC,W,48.0,0.581,0.291,0.158,0.255,0.517,0.111,0.127,0.143,0,0,0,0,113,553,629,1547,1156,786,68,1272,66,1,2020,2021,False,SAC,UTA
2020-21,1610612742,DAL,Dallas Mavericks,22001071,2021-05-16,DAL @ MIN,L,48.0,0.571,0.22,0.162,0.354,0.639,0.278,0.101,0.326,0,0,0,0,113,662,1310,1602,184,2017,1433,1786,1783,1,2020,2021,False,MIN,DAL
