close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1629029,Luka Dončić,1610612742,DAL,F-G,22.0,66,66,0.455,219,394,0.556,0.575,-0.02
204001,Kristaps Porziņģis,1610612742,DAL,F-C,25.0,43,43,0.52,199,370,0.538,0.587,-0.049
1628467,Maxi Kleber,1610612742,DAL,F,29.0,50,50,0.463,170,310,0.548,0.579,-0.03
1627827,Dorian Finney-Smith,1610612742,DAL,F,28.0,60,59,0.423,142,294,0.483,0.576,-0.093
203939,Dwight Powell,1610612742,DAL,F-C,29.0,57,53,0.503,138,249,0.554,0.583,-0.028
203501,Tim Hardaway Jr.,1610612742,DAL,G-F,29.0,70,68,0.339,152,248,0.613,0.572,0.041
1626161,Willie Cauley-Stein,1610612742,DAL,C,27.0,53,49,0.485,130,244,0.533,0.586,-0.053
1626196,Josh Richardson,1610612742,DAL,G,27.0,59,57,0.421,128,229,0.559,0.564,-0.005
1628973,Jalen Brunson,1610612742,DAL,G,24.0,68,64,0.405,119,215,0.553,0.557,-0.003
203504,Trey Burke,1610612742,DAL,G,28.0,56,42,0.436,59,112,0.527,0.518,0.009
1629740,Nicolo Melli,1610612742,DAL,F,30.0,41,34,0.502,60,101,0.594,0.569,0.025
200755,JJ Redick,1610612742,DAL,G,37.0,43,36,0.439,60,87,0.69,0.573,0.117
1626246,Boban Marjanović,1610612742,DAL,C,32.0,30,23,0.432,50,76,0.658,0.586,0.072
1630182,Josh Green,1610612742,DAL,G,20.0,32,27,0.496,40,64,0.625,0.555,0.07
1630189,Tyler Bey,1610612742,DAL,F,23.0,15,13,0.489,14,22,0.636,0.518,0.119
1630207,Nate Hinton,1610612742,DAL,G-F,22.0,15,12,0.64,11,16,0.688,0.549,0.138
1630179,Tyrell Terry,1610612742,DAL,G,20.0,8,5,0.429,3,6,0.5,0.576,-0.076
