group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
,201171,Carl Landry,,1610612755,PHI,32.0,6,2,4,0.333,1.6,1.0,0.0,0.75,0.25,0.0,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,3,4,0.75,312,326,127,330,329,1,275,64,58,209,175,189,234,93,1,257,194,82,1,264,223,279,33
,1626174,Christian Wood,,1610612755,PHI,20.0,1,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,31,408,414,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
,1882,Elton Brand,,1610612755,PHI,37.0,3,0,3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,357,408,109,408,374,363,275,320,195,209,175,1,234,303,270,257,194,82,313,264,342,379,342
,203138,Hollis Thompson,,1610612755,PHI,25.0,30,3,27,0.1,3.0,0.235,0.765,0.121,0.061,0.818,0.273,0.061,0.091,0.061,0.5,0.5,1.0,0.0,0.909,0.091,11,17,0.647,107,293,433,404,183,347,32,314,173,11,25,295,189,299,138,146,1,82,79,263,105,152,53
,203477,Isaiah Canaan,,1610612755,PHI,25.0,29,4,25,0.138,2.8,0.261,0.739,0.118,0.118,0.529,0.0,0.353,0.0,0.0,1.0,0.0,0.667,0.333,0.75,0.25,4,23,0.174,117,270,425,401,209,343,36,315,138,40,175,115,234,303,1,257,153,47,119,213,197,116,323
,202397,Ish Smith,,1610612755,PHI,27.0,29,7,22,0.241,3.6,0.761,0.239,0.721,0.262,0.148,0.131,0.131,0.213,0.459,0.182,0.818,0.0,1.0,0.16,0.84,25,67,0.373,117,215,412,392,90,162,217,76,51,170,87,270,80,117,244,72,194,1,303,39,35,31,217
,1626143,Jahlil Okafor,,1610612755,PHI,20.0,16,2,14,0.125,2.5,1.0,0.0,0.857,0.143,0.0,0.0,0.143,0.143,0.714,0.333,0.667,0.0,0.0,0.333,0.667,6,15,0.4,222,326,298,403,235,1,275,46,120,209,175,259,136,40,200,107,194,82,263,73,164,163,186
,203924,Jerami Grant,,1610612755,PHI,22.0,29,4,25,0.138,2.3,0.917,0.083,0.154,0.0,0.231,0.0,0.615,0.154,0.154,1.0,0.0,1.0,0.0,1.0,0.0,2,12,0.167,117,270,425,401,261,120,256,309,195,134,175,30,128,276,1,257,1,82,1,264,249,187,324
,203088,Kendall Marshall,,1610612755,PHI,24.0,2,0,2,0.0,1.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,374,408,75,408,299,363,1,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
,203457,Nerlens Noel,,1610612755,PHI,22.0,24,4,20,0.167,3.6,1.0,0.0,0.769,0.0,0.0,0.103,0.231,0.154,0.769,0.867,0.133,0.0,0.0,0.867,0.133,15,22,0.682,163,270,395,399,98,1,275,62,195,209,107,205,128,35,66,254,194,82,91,250,76,120,44
,203917,Nik Stauskas,,1610612755,PHI,22.0,21,2,19,0.095,1.9,0.3,0.7,0.0,0.0,0.429,0.143,0.571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,10,0.1,188,326,379,405,306,337,42,320,195,67,76,38,234,303,270,257,194,1,313,1,279,204,339
,1626158,Richaun Holmes,,1610612755,PHI,22.0,4,1,3,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,339,362,109,380,399,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
,203496,Robert Covington,,1610612755,PHI,25.0,26,2,24,0.077,3.8,0.452,0.548,0.286,0.0,0.286,0.19,0.428,0.238,0.286,0.667,0.333,1.0,0.0,0.8,0.2,5,31,0.161,144,326,422,406,66,297,82,272,195,114,56,79,60,205,103,203,1,82,105,230,179,88,331
,204456,T.J. McConnell,,1610612755,PHI,24.0,21,1,20,0.048,1.5,0.714,0.286,0.8,0.4,0.0,0.0,0.2,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,2,7,0.286,188,362,395,407,340,182,197,53,20,209,175,222,234,142,270,1,194,82,313,1,249,246,290
