close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
2440,Matt Barnes,1610612763,MEM,F,36.0,76,76,0.432,134,326,0.411,0.354,0.057
201144,Mike Conley,1610612763,MEM,G,28.0,56,56,0.435,88,257,0.342,0.355,-0.012
2754,Tony Allen,1610612763,MEM,G-F,34.0,64,62,0.436,59,192,0.307,0.349,-0.042
202362,Lance Stephenson,1610612763,MEM,F-G,25.0,67,59,0.476,54,167,0.323,0.353,-0.03
1713,Vince Carter,1610612763,MEM,G-F,39.0,59,53,0.488,62,164,0.378,0.344,0.035
203798,PJ Hairston,1610612763,MEM,F-G,23.0,64,60,0.372,67,151,0.444,0.357,0.086
203210,JaMychal Green,1610612763,MEM,F,26.0,78,61,0.31,52,143,0.364,0.345,0.019
2216,Zach Randolph,1610612763,MEM,F,34.0,68,54,0.189,38,130,0.292,0.358,-0.065
2757,Beno Udrih,1610612763,MEM,G,33.0,44,38,0.403,38,104,0.365,0.355,0.01
201188,Marc Gasol,1610612763,MEM,C,31.0,52,31,0.108,22,68,0.324,0.342,-0.018
200770,Jordan Farmar,1610612763,MEM,G,29.0,12,11,0.421,11,40,0.275,0.356,-0.081
1626185,Jarell Martin,1610612763,MEM,F,22.0,26,18,0.264,15,37,0.405,0.358,0.047
204098,Xavier Munford,1610612763,MEM,G,24.0,14,10,0.486,15,35,0.429,0.384,0.045
200797,Ryan Hollins,1610612763,MEM,C,31.0,34,19,0.128,13,25,0.52,0.316,0.204
2365,Chris Andersen,1610612763,MEM,F-C,37.0,26,10,0.105,6,16,0.375,0.359,0.016
203893,Russ Smith,1610612763,MEM,G,25.0,8,7,0.583,7,14,0.5,0.387,0.113
1627293,Alex Stepheson,1610612763,MEM,F,28.0,7,4,0.227,1,10,0.1,0.253,-0.153
201148,Brandan Wright,1610612763,MEM,F,28.0,12,5,0.085,5,7,0.714,0.353,0.362
203955,Bryce Cotton,1610612763,MEM,G,23.0,3,3,0.25,2,4,0.5,0.376,0.124
203919,Jordan Adams,1610612763,MEM,G,21.0,2,1,0.2,0,1,0.0,0.361,-0.361
