team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,82,43,39,0.524,48.7,113.7,34.4,0.731,7.2,4.3,15.3,12.9,12.4,48.6,1,16,16,16,14,26,17,12,21,24,6,12,14,19,ATLANTA HAWKS
1610612738,Boston Celtics,82,51,31,0.622,49.3,106.2,36.1,0.725,7.3,5.9,15.4,12.8,11.7,43.2,1,6,6,6,7,1,2,16,18,2,9,5,9,2,BOSTON CELTICS
1610612751,Brooklyn Nets,82,44,38,0.537,48.3,112.3,34.2,0.704,7.1,5.5,17.3,13.8,14.0,47.4,1,14,14,14,19,20,18,30,27,5,25,22,26,14,BROOKLYN NETS
1610612766,Charlotte Hornets,82,43,39,0.524,47.8,113.1,33.2,0.706,8.5,4.8,16.1,14.8,13.7,47.4,1,16,16,16,26,22,23,29,6,13,14,29,24,13,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,46,36,0.561,48.6,113.2,34.0,0.735,7.2,4.1,15.4,12.8,12.1,50.1,1,12,12,12,18,23,19,7,23,25,8,6,12,24,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,44,38,0.537,49.5,108.9,35.0,0.724,7.3,4.3,17.9,12.9,12.5,48.0,1,14,14,14,6,5,12,18,20,23,29,11,18,16,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,52,30,0.634,50.2,109.1,35.2,0.733,7.0,4.1,15.0,13.7,12.5,49.1,1,5,5,5,1,7,10,10,28,26,4,21,16,21,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,48,34,0.585,48.8,111.5,35.3,0.752,7.3,3.8,17.5,11.5,12.6,50.3,1,10,10,10,11,15,7,1,19,29,26,1,19,25,DENVER NUGGETS
1610612765,Detroit Pistons,82,23,59,0.28,48.6,113.3,32.2,0.707,7.7,4.8,17.0,12.6,11.1,50.0,1,28,28,28,16,24,29,26,10,14,21,2,3,23,DETROIT PISTONS
1610612744,Golden State Warriors,82,53,29,0.646,48.6,106.6,36.1,0.736,8.9,4.6,17.0,12.8,12.4,44.3,1,3,3,3,17,2,4,6,3,18,22,7,15,4,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,20,62,0.244,47.5,116.4,32.0,0.71,7.2,4.6,20.9,14.5,15.5,52.4,1,30,30,30,29,30,30,25,22,17,30,26,30,30,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,25,57,0.305,48.7,115.5,32.7,0.725,7.1,5.6,17.1,13.6,13.4,51.8,1,26,26,26,13,28,27,17,25,3,24,20,23,29,INDIANA PACERS
1610612746,LA Clippers,82,42,40,0.512,48.7,109.5,35.2,0.706,7.5,5.0,16.7,15.2,13.1,50.6,1,18,18,18,12,8,8,27,16,11,17,30,21,27,LA CLIPPERS
1610612747,Los Angeles Lakers,82,33,49,0.402,47.8,112.8,33.8,0.72,7.5,5.1,16.7,13.1,14.8,50.5,1,23,23,23,24,21,22,21,15,7,18,14,28,26,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,56,26,0.683,47.7,108.9,34.6,0.726,9.6,6.4,14.3,12.8,13.0,46.9,1,2,2,2,28,6,15,15,1,1,1,9,20,12,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,53,29,0.646,49.7,108.4,34.8,0.735,7.6,3.3,17.1,12.9,12.5,42.4,1,3,3,3,2,4,13,9,11,30,23,13,17,1,MIAMI HEAT
1610612749,Milwaukee Bucks,82,51,31,0.622,47.7,111.1,36.1,0.747,7.5,3.9,15.5,12.7,11.4,43.2,1,6,6,6,27,14,3,2,14,28,10,4,5,3,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,46,36,0.561,47.3,111.0,32.3,0.706,8.6,5.5,15.9,13.9,13.9,45.3,1,12,12,12,30,13,28,28,4,4,13,23,25,8,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,82,36,46,0.439,49.0,112.0,33.8,0.742,8.4,4.1,16.4,12.8,11.4,46.1,1,20,20,20,10,18,21,3,7,27,15,10,6,9,NEW ORLEANS PELICANS
1610612752,New York Knicks,82,37,45,0.451,49.7,110.2,35.7,0.74,7.2,5.0,15.8,12.7,11.6,44.5,1,19,19,19,3,11,5,4,24,10,12,3,8,6,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,82,24,58,0.293,48.3,111.7,35.2,0.727,7.6,4.6,16.5,13.9,10.7,47.7,1,27,27,27,20,17,9,14,12,16,16,24,2,15,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,82,22,60,0.268,48.1,112.1,35.1,0.735,6.7,4.5,16.8,13.3,12.1,44.3,1,29,29,29,21,19,11,8,29,21,19,17,11,5,ORLANDO MAGIC
1610612755,Philadelphia 76ers,82,51,31,0.622,49.7,110.2,34.7,0.724,7.9,5.5,15.3,13.4,15.4,48.0,1,6,6,6,4,12,14,19,9,6,7,18,29,18,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,82,64,18,0.78,47.9,106.8,35.3,0.728,8.5,4.4,14.7,13.5,11.3,45.0,1,1,1,1,23,3,6,13,5,22,3,19,4,7,PHOENIX SUNS
1610612757,Portland Trail Blazers,82,27,55,0.329,48.6,116.3,32.8,0.721,8.1,4.5,17.7,13.1,14.5,48.0,1,25,25,25,15,29,26,20,8,19,27,15,27,17,PORTLAND TRAIL BLAZERS
1610612758,Sacramento Kings,82,30,52,0.366,48.0,114.8,33.2,0.714,7.1,4.5,17.8,14.7,13.3,51.0,1,24,24,24,22,27,24,22,26,20,28,28,22,28,SACRAMENTO KINGS
1610612759,San Antonio Spurs,82,34,48,0.415,47.8,111.7,34.0,0.711,7.6,4.9,15.2,14.7,11.6,49.7,1,22,22,22,25,16,20,24,13,12,5,27,7,22,SAN ANTONIO SPURS
1610612761,Toronto Raptors,82,48,34,0.585,49.6,109.9,32.8,0.714,9.2,4.7,14.7,14.2,12.0,46.2,1,10,10,10,5,9,25,23,2,15,2,25,10,10,TORONTO RAPTORS
1610612762,Utah Jazz,82,49,33,0.598,49.2,110.0,36.4,0.738,7.3,5.0,16.9,13.2,12.2,46.4,1,9,9,9,8,10,1,5,17,9,20,16,13,11,UTAH JAZZ
1610612764,Washington Wizards,82,35,47,0.427,49.1,113.6,34.6,0.731,6.5,5.0,15.6,12.8,9.5,49.0,1,21,21,21,9,25,16,11,30,8,11,8,1,20,WASHINGTON WIZARDS
