group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
,2405,Amar'e Stoudemire,,1610612748,MIA,33.0,2,2,0,1.0,1.0,0.333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,374,326,1,1,406,23,1,4,209,275,299,312,270,356,370,287,1,237,200,1,406,326,1
,1627362,Briante Weber,,1610612748,MIA,23.0,1,1,0,1.0,9.0,0.091,0.0,0.067,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.143,0.061,404,362,1,1,339,317,342,352,209,275,131,171,270,356,370,51,1,15,200,1,1,206,337
,2547,Chris Bosh,,1610612748,MIA,32.0,27,18,9,0.667,94.0,0.249,0.214,0.299,0.333,0.39,0.188,0.176,0.167,0.209,0.2,0.111,0.125,0.167,0.429,0.0,0.182,0.183,0.213,131,80,223,61,112,69,134,52,59,33,141,166,161,164,178,209,232,158,55,1,204,162,137
,2548,Dwyane Wade,,1610612748,MIA,34.0,38,21,17,0.553,146.0,0.414,0.393,0.399,0.0,0.127,0.532,0.528,0.225,0.176,0.19,0.492,0.346,0.238,0.111,0.538,0.213,0.484,0.41,38,33,341,147,36,9,23,18,209,220,13,9,135,206,195,37,402,117,165,420,260,16,18
,101123,Gerald Green,,1610612748,MIA,30.0,21,14,7,0.667,54.0,0.137,0.091,0.124,0.182,0.222,0.262,0.292,0.0,0.105,0.085,0.087,0.0,0.3,1.0,0.25,0.158,0.188,0.149,188,119,188,61,184,233,281,267,140,143,92,75,270,310,337,243,1,80,1,327,166,155,208
,201609,Goran Dragic,,1610612748,MIA,30.0,36,19,17,0.528,133.0,0.111,0.098,0.097,0.167,0.123,0.169,0.15,0.061,0.118,0.102,0.314,0.174,0.167,0.0,0.25,0.123,0.143,0.122,59,64,341,171,52,292,275,314,145,225,158,186,246,294,314,75,291,158,200,327,108,206,253
,202355,Hassan Whiteside,,1610612748,MIA,27.0,27,13,14,0.481,100.0,0.181,0.264,0.149,0.0,0.0,0.26,0.319,0.462,0.471,0.469,0.0,0.375,0.143,0.55,0.154,0.277,0.316,0.249,131,129,298,234,104,150,87,217,209,275,94,60,49,13,15,287,408,177,34,284,339,59,94
,2207,Joe Johnson,,1610612748,MIA,35.0,42,16,26,0.381,157.0,0.233,0.235,0.27,0.455,0.439,0.145,0.13,0.023,0.119,0.09,0.262,0.211,0.1,0.0,0.077,0.156,0.111,0.221,16,99,431,305,23,81,116,76,37,25,181,210,268,292,334,97,318,211,200,242,158,243,124
,201177,Josh McRoberts,,1610612748,MIA,29.0,2,1,1,0.5,3.0,0.214,0.25,0.375,0.0,0.333,0.0,0.0,1.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.133,374,362,31,188,382,101,93,21,209,61,299,312,1,356,51,1,1,237,200,1,427,326,234
,1626196,Josh Richardson,,1610612748,MIA,22.0,13,5,8,0.385,24.0,0.051,0.048,0.048,0.2,0.091,0.0,0.042,0.222,0.083,0.143,0.25,0.2,0.0,0.143,0.0,0.353,0.067,0.047,250,252,204,303,263,378,331,369,127,235,299,298,136,332,252,102,305,237,156,1,395,291,353
,1626159,Justise Winslow,,1610612748,MIA,20.0,33,20,13,0.606,113.0,0.119,0.12,0.116,0.0,0.067,0.116,0.103,0.24,0.241,0.24,0.095,0.2,0.316,0.176,0.25,0.206,0.158,0.112,81,45,281,101,88,270,246,274,209,250,216,239,130,125,133,231,305,75,141,327,246,191,265
,2736,Luol Deng,,1610612748,MIA,31.0,37,21,16,0.568,112.0,0.138,0.187,0.161,0.733,0.367,0.086,0.082,0.227,0.21,0.214,0.041,0.111,0.125,0.059,0.0,0.18,0.074,0.187,51,33,324,134,89,226,171,201,13,44,247,266,133,163,162,275,216,192,191,1,203,281,160
,201596,Mario Chalmers,,1610612748,MIA,30.0,18,13,5,0.722,42.0,0.223,0.143,0.188,0.167,0.333,0.341,0.353,0.133,0.172,0.159,0.45,0.214,0.125,0.167,0.2,0.217,0.412,0.217,211,129,153,52,209,90,222,162,145,61,50,47,184,210,233,44,320,192,142,301,267,26,132
,204020,Tyler Johnson,,1610612748,MIA,24.0,11,7,4,0.636,34.0,0.153,0.227,0.211,0.0,0.333,0.05,0.059,0.273,0.133,0.171,0.182,0.0,0.25,0.0,0.0,0.143,0.08,0.164,269,215,127,88,232,198,122,130,209,61,275,284,112,271,212,143,1,105,200,1,133,275,193
,2617,Udonis Haslem,,1610612748,MIA,36.0,2,1,1,0.5,4.0,0.2,0.25,0.286,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.222,374,362,31,188,379,115,93,60,209,275,299,50,270,356,370,287,1,237,200,1,1,7,120
