close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1717,Dirk Nowitzki,1610612742,DAL,C-F,40.0,77,77,1.0,5.83,12.43,0.469,0.477,-0.007
203084,Harrison Barnes,1610612742,DAL,F,26.0,77,77,1.0,4.73,10.81,0.438,0.461,-0.024
1628372,Dennis Smith Jr.,1610612742,DAL,G,20.0,69,69,1.0,5.06,10.61,0.477,0.452,0.025
202083,Wesley Matthews,1610612742,DAL,G-F,31.0,63,63,1.0,4.63,9.65,0.48,0.46,0.021
203939,Dwight Powell,1610612742,DAL,C-F,26.0,78,78,1.0,4.24,9.5,0.447,0.461,-0.014
1627812,Yogi Ferrell,1610612742,DAL,G,25.0,82,82,1.0,4.51,9.13,0.494,0.447,0.047
1628467,Maxi Kleber,1610612742,DAL,F,26.0,67,67,1.0,4.01,8.51,0.472,0.463,0.009
203457,Nerlens Noel,1610612742,DAL,C,24.0,27,27,1.0,4.22,8.3,0.509,0.476,0.032
200826,J.J. Barea,1610612742,DAL,G,34.0,69,69,1.0,4.03,7.93,0.508,0.444,0.064
1626151,Aaron Harrison,1610612742,DAL,G,23.0,9,9,1.0,3.56,7.89,0.451,0.437,0.014
1627827,Dorian Finney-Smith,1610612742,DAL,F,25.0,20,20,1.0,3.55,7.75,0.458,0.456,0.002
1628405,Johnathan Motley,1610612742,DAL,F,23.0,10,10,1.0,3.9,7.2,0.542,0.465,0.077
1626257,Salah Mejri,1610612742,DAL,C,32.0,59,59,1.0,3.25,7.1,0.458,0.483,-0.024
203926,Doug McDermott,1610612742,DAL,F,26.0,78,78,1.0,2.78,6.69,0.416,0.447,-0.031
1627858,Kyle Collinsworth,1610612742,DAL,G,26.0,29,29,1.0,2.86,5.83,0.491,0.443,0.048
1627883,Jalen Jones,1610612742,DAL,F,25.0,13,13,1.0,3.08,4.77,0.645,0.431,0.214
1628492,Gian Clavell,1610612742,DAL,G,24.0,6,6,1.0,1.5,3.83,0.391,0.436,-0.044
1627866,Jameel Warney,1610612742,DAL,F,24.0,3,3,1.0,1.33,3.0,0.444,0.437,0.007
203481,Jeff Withey,1610612742,DAL,C,28.0,9,9,1.0,0.78,2.33,0.333,0.519,-0.186
203816,Scotty Hopson,1610612742,DAL,G,28.0,1,1,1.0,1.0,2.0,0.5,0.55,-0.05
201177,Josh McRoberts,1610612742,DAL,F-C,31.0,2,2,1.0,1.0,1.5,0.667,0.394,0.272
